,Remittance-receiving country (across)                                                              -                                                 Remittance-sending country (down) ,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,HongKong,Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.",Korea,Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe,World
71,Germany,15.7349434,37.34759585,20.33482379,0,0,0,0,5.444982595,27.95863077,0,52.38594786,1082.068507,11.31262089,0,0,12.15228117,0,25.32359026,558.7410617,0,1.692899061,0,0,3.624487995,191.9578477,0,93.11668128,0,107.9033893,8.425922678,0.325846393,0,0.434250889,12.32186841,21.74838397,0,0,0,0,1.203559693,616.8291986,33.79763861,0,0.089418059,0,4.135115713,2.098128213,586.1553067,0,0,2.617720844,883.809453,134.6425755,0,0,38.19855108,13.55410061,91.91591125,1.768143288,0,0,31.47317615,12.3296262,0,0,52.24803481,2040.203385,0,0,12.42423086,41.60966712,0,115.3104085,79.47538931,0,0,0,5.982136581,1.397874785,0,0,1.138841786,4.300291438,0,979.7095725,12.01294202,302.2702127,36.01510832,129.105833,55.87806719,12.35705036,0,71.55784652,1370.472931,3.65428814,82.26806521,74.7400537,56.98116804,40.79382521,0,0,83.59343532,343.5546722,0,226.4065338,0.135694435,72.79348473,834.6633401,0,11.40696451,0,0,87.68210054,533.510763,0,54.61675144,1.641887887,0,4.399973497,0,3.449242732,1.193357741,0,0,0,20.18233572,0,52.44854299,0,0,40.81735966,300.6726303,0,0.293402791,0,11.35118166,214.9942088,0,1.188004521,1.561074563,2.68319702,640.077887,0,27.60284906,0,192.763404,0,1.416141541,0,1.033843141,33.98938946,276.4226379,2087.599542,307.990856,0,0,456.1161547,649.9803547,1.168615822,0,0,0,1.42204058,16.02832876,551.068462,0,1.431456093,0,0,244.0381152,88.23647603,0,0,10.55887705,0,990.0497623,220.8305137,0,0,0,0,0,0,0,185.8868797,229.2689058,27.14720603,66.39262997,3.435712616,591.723213,0,22.93325491,0,0.228631497,106.6710306,571.0907659,0,0,0,8.999736188,287.4854497,0,113.8846058,303.2130106,0.312275413,0,0,1.89149115,644.7391275,0,0,6.964104699,0.100917027,0,23204.31621
72,Ghana,0,0,0.01472713,0,0,0,0,0,0,0,0.154773806,0,0,0,0,0,0,0,0,0,8.362872054,0,0,0,0,0,0.02041143,0,0,175.8741211,0,0,0,0.058470903,0.315253075,0,0,0,0,0,1.433568321,0,0,9.66E-05,0,0,14.30381177,0,0,0,0,0,0,0,0,0,0,0.174455522,0,0,0,0,0.016607022,0,0,0,3.122393788,0,0,1.975366031,0,0,0,0,0,0,0,0,0.021969523,0,0,0,0,0,0,0,3.349379657,0,0,0,0,0,0.132886345,0.868736373,0,0.245646415,0,0,0.038383108,0,0,0,0,0,0,0,0,9.094546148,0,21.87967461,0,0,0,0,0,0,0,0,0,0,11.99087961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401699706,0,0,0,6.894560514,800.2708926,0,0,0,0.249168985,0,0,0,0,0,0.16809504,0.122231915,0,0,0,0,0.061784007,0.300856698,0,0,0,0,0.302820205,0,0,0.230142609,0,0,0,0,0,0,0,0,0,0.106152973,0,0,0,0,0.000892991,0,0,0,0.870898804,0.026055437,0,0.016328807,0,0,101.5515805,0,0,0,0,0,0,0,0,0,0,1.853273044,1.967989433,0,0,0,0,0,0,0,0,0,0,1168.844455
73,Greece,0.02859458,462.8558943,0.479790343,0,0,0,0,0.304213569,13.77272783,0.041952842,4.325300422,3.213743466,0.068756196,0,0,28.8396837,0,0.527729096,8.314058885,0.005434459,0.012960629,0.34333979,0,0.024926823,0.927085871,0,0.168670362,0,64.70599473,0.013733567,0.009216341,0.045504182,0,0.167336393,1.259041969,0,0,0,0,0.05082447,25.6748857,0.747066833,0,0.000320108,0,0.071036794,0.0091704,1.100461939,0,0.033394806,24.05107492,7.454442617,1.439800348,0,0.024359581,2.572881161,0.241555356,48.16502357,0.137696495,0,0,0.070480439,2.012826417,0,0.00798567,0.913833576,18.18118273,6.183203715,0,0.132248843,79.78996463,44.52799251,3.20803132,0,0,0,0,0.024534796,0.004957288,0,0.011309875,0.010508078,0.158950352,0.03095968,7.144615588,0,39.43174585,0.483571822,2.503367288,3.228913393,0.240362334,0,1.042646709,10.91755263,0.003873093,4.332309504,1.419508745,0.193302306,1.940365841,0,0,0.772759601,0,0,0.43290921,0,0.599565621,23.81100495,0,0.023555127,0,0,0.779313267,17.60364552,0,1.491036185,0.07171594,0,0.003424158,0.158122484,0.010487069,0.038731532,0.019746744,0,0.075511592,1.371461728,0,10.90501599,0,0,0.743575774,2.320329911,0.000385829,0.005040728,0.000195229,0.132561961,5.282916906,0,0.051879885,0.089428585,0.179789621,72.06216668,0,0.031937661,0,78.16477634,0,0.124767924,0.000298999,0.060305361,0.478585639,26.57037365,19.20168857,0.008266615,0,0,37.65088197,9.999163606,0.026302977,0.000635686,0,0.003796165,0.039939055,0.759971667,19.54259718,0.06856347,0.047618653,0,0.013900253,1.024968822,0.989339176,0,0,2.591539061,0,0.147579153,6.611640681,0,0,0,0.000989692,0.025241366,1.18E-05,0.322354015,21.93156013,0.222520399,3.023796627,0,0.453025889,2.275037159,0.005016467,0.005505229,0,0.002556963,3.70770748,2.331103939,0,0,0,0.419821372,15.64056571,0,7.392957419,2.850690576,0.016493016,0,0.003988446,0.095063099,0.15839947,0,0.167740572,0.051568688,0.00635639,0,1334.686579
74,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017924769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.58046037,0,0,0,0,0,0,0,0,0,0,0,0,0.012759143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607581455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127750643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636047449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033075453,0,0,0,0,0,0,0,0,0,0,26.01559928
75,Grenada,0,0,0,0,0,0,0.020165817,0,0,0,0,0,0,0,0,0,0.251032461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335941558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031121151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260257052,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303844446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040612482,0.119727745,0,0.257309777,0,0,0,0,0,0,0,0,0,0,0,0,1.204694732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198814175,0,0,0,0,0,0,3.023521397
76,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.56593469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.911460662,0,0,0,0,0,8.388602682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631591968,0,0,0,5.362278474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57183085,0,0,0,0,166.7572439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.84511449,0,0,0,0,1.588019923,0,0,0,0,0,253.6220777
77,Guatemala,0,0,0,0,0,0,0,0.270688602,0,0,0.280266081,0,0,0,0,0,0.000936688,0,0,0.987165393,0,0,0,0.147244891,0,0,0.311614499,0,0,0,0,0,0,0,0.372392695,0,0,0,0,0.046729573,3.399294579,1.926324985,0,0,0,4.087184115,0,0,0,0,0,0,0,0,0,0.355053847,0.293659857,0.120180471,39.79563137,0,0,0,0.0016556,0,0,0,3.024050677,0,0,0,0,2.439286448,0,0,0,0,0,0,0,0,0.005625784,0.012727253,29.88847402,0,0,0,0.087424749,0.067502581,0.012675173,0.004363706,0,0,0.31943833,1.137785324,0.016330264,0.521068153,0,0,0,0,0,4.046882586,0,1.23E-05,0,0,0,0.191128816,0,0,0,0,0,0,0,0,0,0,0.005992277,0,0,0,0,0,0,31.28738452,0,0,0,0,0,0,0,0,0,0,0.189534368,0,0,12.4086481,0,0,0,0,0,0.063923846,0,0.909825743,0,0.033946752,0.747330704,0.250187966,0,0.055799649,0,0,0,0,0,0,0,0,0.032581861,0,0,0,0,0,0,0,0,0,0,0,0,10.314143,0,0,0,0,0,0,0,0,0.362305509,0.563974115,0.024795333,0,0,0,0,0,0,0.00036528,0,0.00848428,0,0,0,0,0,0,0.186465356,17.02558926,0.04372369,0,0,0.104251488,0.003212067,0,0.018226873,0,0,0,168.8114915
78,Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.425705376,0,0.563193575,0,0,0,0,0,0.213639635,0,0,0.477895669,0,0.059065263,0,0,0.186196347,0,0,0,0,0,0.461565558,0,0,0,0,0,2.02114624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.83377604,0,0,0.625616929,0,2.158908695,1.793814698,0,0,0,0,0,0,1.057229982,0,0,0,0,0,0,0,0,0.027462876,0,0,0,0,0.21394254,0,0.063272561,0,0,0,0,0,0.211617245,0,0,0,0,0,4.316325755,0,90.45070051,0,0,0,0,0,0,0,0,0.001712079,0,13.13610944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489519483,8.107062814,0,0,0,0.007257349,0,0,0,0,0,0,0,0.312064704,0,0,0,0.182352797,0,0,0,0,0.455095027,10.1531113,0,0,20.76866798,0,0,0,0,0,0,0,0,0.311555989,0,0,0,0,0,0,0,0,0,0,0.006433441,0,0,0,0,0.518429711,0,0,0,0,0,0,0,0,0.049850046,0,0,0.725592743,0,0,0,0,0,0,0,0,0,0,175.3858904
79,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488460347,0,0,0.053198956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.278460449,0,0,1.712854118,0,0,0,0,0,0,0,0,0.51048321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692171171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.603723248,0,0,0,0,0,0,0,0,0,17.52881881,0,0,0.073710474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.605694227,0,0,0,0,0,0,0,0,0,0,24.54757501
80,Guyana,0,0,0,0,0,0,0.006721939,0,0,0,0,0,0,0,0,0,0.254779214,0,0,0,0,0,0,0,0,0,2.9474105,0,0,0,0,0,0,0,0.399977339,0,0,0,0,0,6.331593417,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01179483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084934818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488274904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020306241,0.105681256,0,0.164842185,0,0.025189166,0,0,0,0,0,0,0,0,0,0,0.32619539,0,0,0,0,0,0,0,0,0.510372312,2.631565702,0,0,0,0.826260862,0,0,0,0,0,0,15.13590007
81,Haiti,0,0,0,0,0,0,0,0.475755725,0,0,0,1.834106119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234412822,0,0,0,0,0.10827584,3.768547025,2.885991425,0,0,0,2.015901108,0,0,0,0,0,0,0,0,0,16.38368667,0,0,0,0,0,0,0,0,0,0,10.90379248,0,0,0,0,7.157643484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.932081734,0,1.645086599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.141738727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.202601133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.19400608,0,0,0,0,0,0,0,0,0,2.885092073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.625426611,0.186315127,0,0,1.939697754,0,0,0,0,0,0,91.52015853
82,Honduras,0,0,0.002945426,0,0,0,0,0.07023549,0,0,0.025098455,0.070334453,0,0,0,0,0.000936688,0,0.333303029,0.296262695,0,0,0,0.118809878,0,0,0.231329541,0,0,0,0,0,0,0,0.247276631,0,0,0,0,0.036309041,2.324118338,1.089020386,0,0,0,2.281734222,0,0,0,0,0,0,0.061368539,0,0,0.331155992,0.61132964,0.003876789,13.81916623,0,0,0,0,0,0,0.030292826,1.278460449,0,0,0,0,0.841133258,0,0.003151444,0,0,0,16.7579778,0,0,0.000468815,0.026511962,0,0,0,0,0.044026224,0,0.00563341,0,0,0,0.166107932,0.606170529,0.031027502,0.372191538,0.121069384,0,0,0,0,0.116508371,0,0,0,0,0,0.055745905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.105665684,0,0,0,0,0,0.00528932,0,0,0,0,0.093352749,0,0.001080831,7.977157609,0,0,0,0.02322739,0,0,0,0.909825743,0,0.0151548,0.474168447,0,0.004889277,0.014466576,0,0,0,0.010797205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002417356,0,3.090963362,0,0,0,0,0.002651617,0,5.40E-06,0,0.177127138,0.168808579,0.000965016,0,0,0,0,0,0,0.001095841,0.002424555,0.00212107,0,0,0,0,0,0,0.064781391,10.106618,0.015662217,0,0,0.028678848,0,0,0.041759939,0,0,0,67.75224477
83,HongKong,0,0,0,0,0,0,0,0,0,0,38.65572856,0,0,0,0,0.989174168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.76179955,0,0,0,0,0,14851.31576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.62159043,0,0,0,0,7.979900838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.14598427,305.902713,0,0,0.525986087,0,0,2.153244507,0,54.03051286,0,0,0,0,0,11.97689423,0,0,0,0,0,0,0,0,0,0,0,0,29.38362029,0,0,0,14.11112096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.55341505,1.453086863,0,1.258833991,0,0,0,0,0,0,29.66599227,0,0,0,0,0,620.1839764,0,0.242618048,0,0,0,0.058486718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.420037809,3.260805587,0,0,0,0,0,0,0,0,2.75464908,0,0,0,123.5344928,0,0,0,0,0,0,0,0,0,0,0,0,15.85464639,27.22887911,0,0,0,0,52.82081616,0,0,0,0,0,16367.84477
84,Hungary,0.076855873,0.164788015,0.784528853,0,0,0.002002725,0,0.187962328,0.400519101,0,4.275103512,47.57855225,0.084198504,0,0,0.124773756,0.003972345,0.144409681,32.55259581,0.00269425,0.019791797,0.228893193,0,0.086444075,0.438630361,0.003154473,0.802068042,0,2.616828257,0,0,0,0.026737146,0.142605669,2.230415506,0,0,0,0,0.028413972,69.4681163,0.406278846,0,0.000184371,0,0.141285984,0.011302327,6.028738657,0,0,0.627637654,9.991143895,1.864659467,0,0,0.139459225,0.248180767,3.653095331,0.036070595,0,0,0.335389674,0.119443025,0,0,1.916021228,51.13841795,0,0,0.03171694,0.476220444,135.7669186,0.403735933,0.453177584,0,0.002341898,0,0.115533538,0.012105036,0.013223913,0.002242618,0,0.057080961,0,0,0.931184621,5.091799876,0.464424811,1.650544942,0.375201395,0.662702462,0,4.668910632,13.46217223,0.059545447,5.445162204,2.088313217,0.041324903,0.321870116,0,0,3.143348284,0,0.002345628,0.39616597,0.004561023,0.546124434,3.221410613,0.00764374,0.094215014,0,0,0.32979025,3.658219222,0,0.068216555,0.051541354,0,0.10786099,0,0.059164395,0.075526487,0,0,0.079377269,0.899691996,0,0.41034747,0,4.678807227,0.058171049,0.4320815,0.004333571,0.002252538,0.000158609,0.155854912,4.149954004,0,0.10375977,0.045164677,0.023691747,23.04890579,0,3.664120702,0.027324136,0.790617271,0,0.091463462,0.000294168,0.01548699,0.447252986,1.221521168,7.139973571,0.735728706,0,0.70426581,225.8786457,2.984861971,0.016006173,0,0,0,0.368910749,0.107889592,62.26897889,0,0.007265947,0,0,83.47415572,0.927246759,0,0,0.322482395,0,10.69128972,0.209055499,0.007384088,0,0,0.001966233,0.008145704,0,0,13.37309889,9.234596568,0.537899511,0.061935149,0.122598643,4.496087551,0,0.013457616,0,0.005479206,0.558617994,0.826139128,0,0,0,0.120020912,34.61433701,0,5.102847696,16.38061793,0.024780191,0,0,0.084774202,14.6399843,0,0.063009616,0.555661854,0.003609874,0,960.5203931
85,Iceland,0.00125504,0.034970381,0.034875524,0,0,0.001027033,0,0.019044928,0.012097514,0.000510425,0.446155565,0.817291063,0.007281983,0,0,0.008532453,0.002180713,0.027576196,2.031210212,0.001563768,0.000961264,0.34333979,0,0.027413163,0.190498563,0,0.215639874,0,0.183905639,0.004723226,0,0.055109791,0.000853977,0.007596847,0.279738433,0,0,0,0,0.014276683,3.182305705,0.374818787,0,1.95E-05,0,0.01725685,0.001151016,0.446484404,0,0,0.008834292,1.072478768,14.70140833,0.011393787,0.00034203,0.125729892,0.076933593,0.156453976,0.038777058,0,0,0.432566868,0.081821232,4.368934202,0.000412812,0.515710261,6.292671063,0,0,0.037230679,0.052506454,6.056773203,0.19594652,0.009148888,0,0,0,0.240754343,0.007465908,0.001871177,0.013691206,0.022551114,0.183031997,0,1.511810481,0,1.598166545,0.301699388,0.048356649,0.024618429,0.074307599,0,0.095347314,0.834697888,0.039898659,0.361593537,0.072479766,0.001550598,0.325103185,0,0,0.096537437,0,4.94E-05,0.003552635,0.000111566,2.696956182,0.315048858,0,0.007840496,0,0,3.135271056,3.314493926,0,0.015464232,0.002048373,0.000631349,0.031294485,0,0.003526008,0.006049417,0,0,0.009215675,0.184060373,0,0.026884472,0,0.092044826,0.010607384,0.41957389,0.005234157,0.000299838,0.000757907,0.357837546,0.454055825,0,0.032445404,0.015960281,0.002359478,1.525647826,0,2.903423694,0.006673579,0.125433017,0,0.014158253,0.000193601,0.004844898,0.168594959,7.729439245,16.4820007,0.877300817,0,0.038068422,0.260027482,0.256908111,0.00246478,0,0,0,0.00945925,0.122022301,0.960946942,0,0.005578585,0,0,0.689739521,0.080580034,0.00786731,0,0.085414749,0,2.974199248,0.743685689,0,0,0,0,0,0,0,15.40518759,0.610012819,0.00991634,0.008332288,0.059052643,7.006599966,0,0.005809885,0.001488699,0.001545852,0.073319576,0.027780073,0,0,0,0.195514974,0.320635252,0,1.076188121,4.134431582,0.002902329,0,0,0.016942084,2.81193164,0,0.004984504,0,0.002163233,0,127.8763609
86,India,0.481801158,0,0,0,0,0,0,0,0,0,2.831942346,0,0,0,0,4059.522609,0,0,0,0,0,0,2.523792251,0,0,0,0,0,0,0,0,0,0,0,1.648182483,0,0,0,0,0,39.31452516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054370692,0,14.29662982,0,0,0,0,8.759802071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.483280401,1.223154237,0.201127155,0,0,0,0,0,2.716998229,0,0.15852509,5.90662925,0,0,0,0,0.076455131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.84773385,0.544229805,0,0,0,0,0.41686357,0,0,0,0,0,0,0,0,8.003446686,0,971.0193924,0,0,0,0,0,9.473957413,0,0,0,0*,0,0,0,0,0,0,0,0.328597933,0,0,0,0.823586811,0,0,0,0,4.792686657,0,0,0,0,0,0,0,0,0,0,0,0,0,524.4056394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038179262,0,0,0,1.590856388,0,0,4.338602364,5.730322173,0,0,0,0,1.797603019,0,0,0,0.097999107,0,5685.449521
87,Indonesia,0,0,0,0,0,0,0,0,0,0,39.63882669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.847185987,0,0,0,0,0,343.0355226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.55575478,0,0,0,0,0,0,0,0,61.49348594,45.273458,0,0,0,0,66.35508363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694102375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.591281738,0,0,0,0,0,0,0,0,19.40860733,0,0,0,0,0,14.15616395,0,0,0,0,0,0,0,0,0,0,2.079983968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689131028,0,0,107.6932178,41.45445095,0,0,0,0,0,0,0,0,0,0,0,23.94372746,21.81326103,0,0,0,0,0,0,0,0,0,0,837.7232452
88,"Iran, Islamic Rep.",175.1137475,0,0,0,0,0,0,0,4.049883915,0,0,0,5.759266495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.4984986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.16430762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.861861484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.4475656
