Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate
No,6118.0,5254.0,3204.0,15.0,37.0,13131.0,3374.0,4740.0,2590.0,500.0,1360.0,70.0,75.0,19.9,11.0,4632.0,56.0
No,1047.0,938.0,511.0,13.0,33.0,2091.0,546.0,4285.0,2750.0,600.0,1800.0,58.0,75.0,16.5,31.0,6591.0,51.0
Yes,321.0,318.0,172.0,11.0,27.0,620.0,280.0,7536.0,3736.0,430.0,1651.0,44.0,77.0,13.0,12.0,5309.0,36.0
Yes,213.0,155.0,75.0,28.0,66.0,504.0,147.0,7200.0,3532.0,550.0,1500.0,56.0,56.0,11.8,12.0,7818.0,52.0
Yes,1244.0,912.0,352.0,44.0,77.0,1177.0,43.0,11850.0,4675.0,600.0,1050.0,83.0,89.0,11.3,35.0,12995.0,67.0
Yes,283.0,201.0,97.0,10.0,45.0,589.0,263.0,8400.0,2800.0,600.0,900.0,50.0,56.0,10.6,40.0,6860.0,89.0
Yes,3713.0,1237.0,443.0,47.0,83.0,1971.0,107.0,7e3,5565.0,660.0,2400.0,73.0,80.0,12.5,18.0,9988.0,65.0
Yes,372.0,362.0,181.0,15.0,32.0,1501.0,353.0,8600.0,3550.0,385.0,665.0,48.0,48.0,15.4,9.0,10938.0,49.0
Yes,1489.0,1313.0,375.0,13.0,45.0,1688.0,131.0,10456.0,4927.0,500.0,1050.0,91.0,91.0,17.7,32.0,9828.0,78.0
Yes,323.0,278.0,122.0,31.0,51.0,393.0,4.0,16150.0,5450.0,275.0,800.0,63.0,72.0,7.2,26.0,15622.0,64.0
Yes,1368.0,1064.0,354.0,19.0,51.0,1687.0,677.0,10570.0,5600.0,400.0,800.0,86.0,81.0,14.5,29.0,7908.0,66.0
Yes,2753.0,1820.0,505.0,31.0,56.0,1801.0,45.0,18720.0,5730.0,650.0,825.0,90.0,94.0,11.5,38.0,14980.0,85.0
Yes,191.0,165.0,63.0,5.0,25.0,494.0,574.0,11550.0,4270.0,300.0,500.0,43.0,77.0,14.5,8.0,9209.0,40.0
Yes,2643.0,1611.0,465.0,36.0,80.0,2615.0,248.0,13332.0,6354.0,630.0,1584.0,88.0,89.0,16.1,17.0,9619.0,78.0
No,1340.0,695.0,285.0,42.0,73.0,1315.0,209.0,6800.0,4730.0,675.0,1250.0,84.0,89.0,11.6,23.0,10357.0,63.0
Yes,1243.0,1020.0,414.0,33.0,60.0,2149.0,418.0,8678.0,3858.0,700.0,1736.0,82.0,83.0,16.2,7.0,7651.0,72.0
Yes,1334.0,1243.0,568.0,30.0,56.0,1946.0,95.0,12140.0,4450.0,425.0,1100.0,74.0,78.0,15.1,36.0,8595.0,88.0
Yes,651.0,581.0,243.0,8.0,17.0,617.0,34.0,5e3,3650.0,600.0,600.0,45.0,45.0,14.0,8.0,8426.0,45.0
Yes,861.0,609.0,215.0,10.0,27.0,1117.0,815.0,8650.0,5700.0,500.0,1750.0,69.0,73.0,16.1,13.0,6534.0,67.0
Yes,450.0,405.0,194.0,17.0,34.0,614.0,388.0,13900.0,5200.0,450.0,2150.0,46.0,63.0,10.9,17.0,9995.0,59.0
Yes,1557.0,1227.0,489.0,37.0,69.0,1964.0,81.0,12315.0,4565.0,600.0,1365.0,85.0,90.0,12.5,24.0,10307.0,73.0
Yes,1768.0,1249.0,380.0,51.0,93.0,1263.0,11.0,16900.0,5680.0,450.0,750.0,89.0,89.0,19.0,33.0,12837.0,79.0
No,4019.0,1579.0,710.0,23.0,65.0,4365.0,765.0,3040.0,4351.0,711.0,1125.0,78.0,92.0,19.5,7.0,5599.0,64.0
Yes,3646.0,2300.0,585.0,25.0,69.0,2022.0,926.0,12170.0,6172.0,480.0,800.0,79.0,79.0,13.0,30.0,7495.0,97.0
No,13528.0,9198.0,1843.0,16.0,61.0,10168.0,1231.0,6550.0,4355.0,700.0,1560.0,93.0,96.0,17.4,16.0,9075.0,74.0
No,14463.0,6166.0,1757.0,60.0,94.0,8544.0,671.0,6550.0,4598.0,700.0,1e3,83.0,100.0,18.0,15.0,8055.0,80.0
No,15039.0,9649.0,3087.0,36.0,100.0,13963.0,3124.0,6550.0,4731.0,708.0,957.0,90.0,97.0,13.6,15.0,11177.0,56.0
No,12512.0,6969.0,1724.0,27.0,66.0,9744.0,1351.0,6550.0,4712.0,600.0,1200.0,91.0,96.0,10.5,7.0,13705.0,57.0
No,7294.0,3564.0,904.0,7.0,34.0,5758.0,1363.0,6550.0,4460.0,500.0,705.0,79.0,83.0,19.0,14.0,6632.0,49.0
No,8e3,4556.0,1464.0,17.0,70.0,6943.0,869.0,6550.0,4810.0,500.0,1500.0,69.0,85.0,22.0,21.0,5280.0,63.0
No,5318.0,3515.0,1025.0,8.0,29.0,7626.0,2091.0,6550.0,4040.0,550.0,1230.0,71.0,78.0,18.7,12.0,7511.0,42.0
No,7888.0,3519.0,1036.0,6.0,40.0,5011.0,346.0,6550.0,4680.0,630.0,1274.0,82.0,85.0,17.8,17.0,5563.0,53.0
No,4877.0,2798.0,814.0,13.0,48.0,4123.0,298.0,6550.0,4420.0,620.0,1481.0,82.0,90.0,16.3,10.0,6442.0,66.0
No,8598.0,4562.0,1143.0,56.0,93.0,5060.0,146.0,6550.0,4170.0,600.0,650.0,79.0,84.0,19.1,25.0,5716.0,76.0
No,8399.0,3609.0,656.0,19.0,53.0,4658.0,1478.0,6550.0,4240.0,550.0,1500.0,85.0,93.0,15.3,8.0,6608.0,53.0
No,5549.0,3583.0,853.0,9.0,40.0,5004.0,475.0,6550.0,4176.0,600.0,1380.0,80.0,90.0,17.9,16.0,6174.0,65.0
No,3150.0,2289.0,650.0,16.0,51.0,3598.0,234.0,6840.0,4660.0,500.0,1e3,71.0,75.0,15.1,17.0,6436.0,59.0
No,2119.0,1264.0,390.0,5.0,33.0,2478.0,1441.0,6550.0,4760.0,1125.0,1362.0,80.0,100.0,14.9,8.0,8170.0,46.0
Yes,2096.0,1512.0,465.0,27.0,59.0,1442.0,166.0,16130.0,4710.0,400.0,800.0,83.0,86.0,13.9,37.0,10554.0,90.0
Yes,462.0,402.0,146.0,36.0,68.0,527.0,41.0,14500.0,6e3,500.0,600.0,91.0,99.0,6.5,48.0,18953.0,61.0
Yes,10477.0,7260.0,2442.0,28.0,67.0,10142.0,117.0,15150.0,6870.0,635.0,960.0,73.0,84.0,11.3,13.0,14231.0,67.0
Yes,257.0,183.0,109.0,19.0,41.0,396.0,38.0,7850.0,3410.0,400.0,1500.0,55.0,70.0,10.0,15.0,7233.0,53.0
Yes,4414.0,1500.0,335.0,30.0,60.0,908.0,119.0,5666.0,2964.0,1e3,1400.0,56.0,58.0,15.5,7.0,5970.0,46.0
Yes,1769.0,1092.0,437.0,41.0,80.0,1757.0,81.0,10965.0,4e3,450.0,1250.0,60.0,61.0,14.2,32.0,8294.0,98.0
Yes,232.0,182.0,99.0,7.0,29.0,402.0,237.0,7070.0,3640.0,400.0,3158.0,59.0,65.0,8.9,16.0,6286.0,36.0
No,14474.0,10519.0,6392.0,49.0,85.0,31643.0,2798.0,5130.0,3412.0,600.0,2144.0,89.0,91.0,23.1,29.0,8471.0,69.0
No,529.0,481.0,243.0,22.0,47.0,1206.0,134.0,4860.0,3122.0,600.0,650.0,103.0,88.0,17.4,16.0,6415.0,43.0
Yes,4095.0,3079.0,1195.0,33.0,64.0,5064.0,660.0,8490.0,3320.0,650.0,2400.0,81.0,93.0,14.8,23.0,9158.0,64.0
Yes,497.0,423.0,215.0,27.0,57.0,895.0,429.0,7850.0,3410.0,490.0,1700.0,54.0,58.0,13.8,24.0,7002.0,50.0
No,4345.0,3245.0,2604.0,15.0,85.0,5584.0,3101.0,7860.0,3360.0,600.0,1700.0,65.0,75.0,18.2,21.0,3605.0,10.0
Yes,592.0,501.0,279.0,19.0,44.0,1204.0,392.0,6400.0,3484.0,600.0,1800.0,80.0,83.0,14.5,10.0,7936.0,43.0
No,1500.0,1242.0,611.0,12.0,36.0,2024.0,292.0,7070.0,2439.0,400.0,779.0,95.0,94.0,17.1,17.0,7744.0,84.0
Yes,1154.0,951.0,253.0,15.0,31.0,791.0,140.0,11172.0,4958.0,700.0,1350.0,68.0,76.0,11.6,16.0,9186.0,60.0
Yes,845.0,734.0,254.0,5.0,21.0,662.0,351.0,7600.0,3800.0,600.0,1200.0,59.0,74.0,19.0,40.0,5096.0,39.0
Yes,759.0,729.0,244.0,57.0,81.0,867.0,51.0,10900.0,4450.0,500.0,1e3,81.0,91.0,12.1,41.0,10219.0,70.0
No,5042.0,2312.0,944.0,55.0,94.0,5167.0,902.0,5391.0,5411.0,700.0,1e3,81.0,87.0,14.4,6.0,8504.0,81.0
Yes,1262.0,1102.0,276.0,14.0,40.0,978.0,98.0,9456.0,4350.0,468.0,1323.0,53.0,53.0,12.8,24.0,7603.0,65.0
Yes,3058.0,1798.0,478.0,46.0,84.0,1737.0,244.0,18810.0,5690.0,500.0,680.0,91.0,96.0,10.4,48.0,18034.0,91.0
Yes,247.0,189.0,100.0,19.0,49.0,309.0,639.0,11412.0,6430.0,500.0,900.0,89.0,93.0,8.3,37.0,11806.0,96.0
Yes,222.0,185.0,91.0,16.0,41.0,484.0,541.0,11010.0,5208.0,550.0,500.0,58.0,78.0,10.4,26.0,9586.0,78.0
Yes,2425.0,1818.0,601.0,62.0,93.0,2110.0,95.0,12240.0,5150.0,500.0,490.0,94.0,96.0,9.6,20.0,14703.0,93.0
Yes,7033.0,5125.0,1223.0,47.0,75.0,4941.0,1534.0,19040.0,5950.0,350.0,800.0,98.0,98.0,9.1,21.0,16920.0,74.0
Yes,626.0,372.0,145.0,12.0,34.0,983.0,40.0,7700.0,3400.0,450.0,800.0,70.0,70.0,21.9,28.0,4933.0,52.0
Yes,2267.0,1827.0,611.0,20.0,59.0,2825.0,144.0,6735.0,3395.0,600.0,1425.0,70.0,74.0,12.2,7.0,10872.0,65.0
Yes,484.0,384.0,177.0,9.0,45.0,634.0,78.0,7800.0,2950.0,500.0,600.0,60.0,88.0,14.1,9.0,6864.0,64.0
Yes,3495.0,1712.0,528.0,49.0,84.0,1915.0,123.0,18732.0,6204.0,450.0,1024.0,94.0,96.0,11.5,49.0,15411.0,88.0
No,4800.0,2900.0,1515.0,14.0,48.0,7764.0,1472.0,6874.0,2394.0,518.0,1890.0,73.0,78.0,19.2,14.0,5901.0,56.0
No,1797.0,1260.0,938.0,24.0,35.0,6960.0,4698.0,4440.0,5175.0,750.0,2200.0,96.0,96.0,6.7,16.0,16352.0,33.0
No,3235.0,3108.0,2133.0,25.0,65.0,9978.0,1530.0,5028.0,3300.0,500.0,2e3,73.0,89.0,14.8,10.0,6820.0,39.0
No,19873.0,8252.0,3215.0,95.0,100.0,19532.0,2061.0,11648.0,6246.0,636.0,1933.0,93.0,97.0,15.8,10.0,13919.0,78.0
No,15698.0,10775.0,2478.0,85.0,100.0,12677.0,864.0,12024.0,5302.0,790.0,1818.0,96.0,96.0,16.1,11.0,15934.0,66.0
No,6986.0,2959.0,1918.0,25.0,60.0,12330.0,7152.0,6618.0,4234.0,700.0,1600.0,80.0,98.0,22.2,9.0,6742.0,46.0
Yes,682.0,535.0,204.0,22.0,43.0,771.0,611.0,9500.0,3540.0,400.0,750.0,26.0,58.0,2.5,10.0,7683.0,57.0
Yes,6348.0,2999.0,922.0,68.0,94.0,3340.0,39.0,18930.0,6380.0,500.0,1254.0,99.0,99.0,5.3,36.0,36854.0,90.0
No,6855.0,5553.0,2408.0,26.0,57.0,11036.0,2011.0,8907.0,4697.0,556.0,1851.0,89.0,95.0,10.8,6.0,13889.0,54.0
No,9735.0,7187.0,2064.0,23.0,63.0,12478.0,1660.0,11656.0,5072.0,700.0,2300.0,89.0,95.0,16.0,16.0,10178.0,71.0
Yes,681.0,588.0,246.0,44.0,74.0,1058.0,73.0,10760.0,6230.0,500.0,1200.0,85.0,93.0,13.4,26.0,8731.0,63.0
Yes,6361.0,5293.0,1507.0,26.0,51.0,5889.0,665.0,11380.0,4220.0,500.0,900.0,81.0,85.0,14.8,25.0,8894.0,93.0
Yes,14446.0,10516.0,3252.0,22.0,57.0,14130.0,4522.0,10220.0,4230.0,530.0,1300.0,82.0,87.0,18.3,15.0,10650.0,75.0
Yes,2974.0,2001.0,580.0,29.0,60.0,2666.0,554.0,15192.0,4695.0,400.0,1350.0,84.0,91.0,15.9,21.0,11762.0,67.0
Yes,927.0,731.0,415.0,24.0,50.0,2149.0,2217.0,11130.0,3996.0,600.0,2166.0,72.0,79.0,13.5,14.0,10891.0,51.0
Yes,576.0,558.0,137.0,11.0,39.0,662.0,131.0,10430.0,3620.0,400.0,1500.0,85.0,98.0,16.5,18.0,8767.0,45.0
Yes,2096.0,1626.0,694.0,35.0,67.0,2551.0,407.0,11800.0,4340.0,700.0,960.0,60.0,81.0,15.8,26.0,7780.0,77.0
No,12445.0,8836.0,3623.0,54.0,85.0,24470.0,3286.0,7090.0,4180.0,630.0,1530.0,88.0,97.0,13.4,20.0,14737.0,66.0
No,11220.0,7871.0,3320.0,43.0,79.0,19553.0,2748.0,5697.0,3600.0,525.0,1755.0,88.0,95.0,14.7,22.0,7881.0,63.0
Yes,5081.0,4040.0,1194.0,11.0,26.0,3768.0,1415.0,14220.0,6e3,500.0,1440.0,61.0,76.0,10.7,9.0,10625.0,66.0
No,3580.0,2603.0,1627.0,36.0,69.0,11028.0,2411.0,4460.0,3038.0,687.0,1281.0,85.0,87.0,11.8,6.0,12833.0,54.0
No,14939.0,11652.0,5705.0,52.0,88.0,25422.0,911.0,7560.0,4574.0,500.0,1982.0,87.0,90.0,17.4,13.0,8559.0,81.0
No,8384.0,5727.0,2710.0,22.0,50.0,13518.0,2916.0,7230.0,5088.0,630.0,3228.0,82.0,84.0,10.0,6.0,13883.0,34.0
Yes,1487.0,1276.0,388.0,26.0,51.0,1417.0,1646.0,11120.0,4080.0,525.0,1405.0,55.0,56.0,11.1,23.0,6735.0,69.0
No,8579.0,5561.0,3681.0,25.0,50.0,17880.0,1673.0,6994.0,3384.0,700.0,2681.0,88.0,94.0,13.7,17.0,9657.0,57.0
Yes,1597.0,969.0,226.0,16.0,38.0,1431.0,1522.0,13540.0,5050.0,630.0,2298.0,66.0,68.0,14.1,23.0,10139.0,47.0
No,4777.0,3057.0,1823.0,16.0,33.0,9844.0,6198.0,6540.0,3600.0,530.0,2440.0,84.0,92.0,11.1,24.0,10207.0,31.0
No,1208.0,803.0,438.0,20.0,48.0,1906.0,344.0,6810.0,3970.0,450.0,1647.0,67.0,75.0,15.9,26.0,5712.0,59.0
No,441.0,369.0,172.0,17.0,45.0,633.0,317.0,6600.0,3680.0,600.0,400.0,46.0,46.0,15.1,4.0,5935.0,64.0
No,461.0,381.0,235.0,10.0,40.0,974.0,503.0,6600.0,3630.0,400.0,1675.0,67.0,67.0,15.2,11.0,6408.0,35.0
No,4269.0,2594.0,985.0,27.0,57.0,6476.0,2592.0,8594.0,4408.0,494.0,2768.0,82.0,88.0,18.4,6.0,7618.0,55.0
No,14292.0,10315.0,3409.0,22.0,53.0,19340.0,3991.0,8723.0,5146.0,550.0,1550.0,89.0,92.0,18.1,12.0,9021.0,63.0
No,14438.0,12414.0,3816.0,12.0,39.0,16282.0,1940.0,8566.0,3897.0,500.0,1400.0,88.0,92.0,16.7,15.0,10276.0,68.0
No,3347.0,2597.0,1006.0,10.0,37.0,4664.0,1630.0,6919.0,4500.0,500.0,1250.0,74.0,90.0,15.0,20.0,7462.0,56.0
Yes,7122.0,5386.0,1643.0,42.0,69.0,7760.0,876.0,16500.0,6526.0,630.0,1985.0,82.0,94.0,5.9,17.0,17500.0,59.0
No,19152.0,12940.0,4893.0,66.0,92.0,22045.0,1339.0,15732.0,4659.0,476.0,1600.0,90.0,98.0,11.5,26.0,14847.0,87.0
No,4192.0,3126.0,1656.0,15.0,45.0,5887.0,1254.0,8828.0,3474.0,753.0,2610.0,79.0,91.0,19.0,11.0,6393.0,53.0
No,1458.0,874.0,588.0,56.0,86.0,1846.0,154.0,9843.0,3180.0,600.0,1500.0,74.0,78.0,14.6,16.0,6716.0,51.0
No,11054.0,6397.0,3524.0,26.0,55.0,16502.0,21836.0,8949.0,3744.0,714.0,2910.0,88.0,90.0,12.2,37.0,16122.0,45.0
No,3844.0,3383.0,1669.0,26.0,47.0,7524.0,804.0,4916.0,3810.0,600.0,550.0,81.0,86.0,20.3,14.0,6971.0,53.0
No,6574.0,4637.0,2940.0,32.0,62.0,14782.0,1583.0,9057.0,3485.0,600.0,1983.0,87.0,87.0,12.7,15.0,10145.0,58.0
No,1877.0,1826.0,823.0,49.0,77.0,3926.0,561.0,9057.0,3600.0,700.0,1435.0,88.0,88.0,14.4,23.0,9699.0,49.0
No,1618.0,1141.0,479.0,18.0,54.0,4793.0,4552.0,7246.0,3964.0,500.0,4288.0,71.0,73.0,13.4,15.0,6433.0,48.0
Yes,452.0,331.0,269.0,17.0,54.0,1417.0,301.0,6150.0,3680.0,550.0,1200.0,59.0,63.0,16.6,4.0,5412.0,52.0
No,1351.0,892.0,570.0,18.0,78.0,2385.0,331.0,4440.0,3030.0,300.0,600.0,72.0,72.0,18.9,8.0,5883.0,51.0
No,6277.0,6003.0,3526.0,33.0,63.0,16454.0,3171.0,5595.0,3145.0,500.0,2070.0,86.0,92.0,15.1,48.0,6813.0,53.0
Yes,1209.0,750.0,265.0,19.0,54.0,820.0,159.0,11450.0,5045.0,900.0,2500.0,72.0,75.0,11.4,13.0,9718.0,64.0
No,9750.0,7640.0,2529.0,24.0,62.0,10358.0,1338.0,11180.0,3862.0,650.0,2450.0,89.0,87.0,17.5,16.0,7855.0,75.0
No,1757.0,979.0,394.0,32.0,74.0,2033.0,1078.0,5972.0,3420.0,600.0,750.0,77.0,83.0,13.0,11.0,7011.0,37.0
No,14596.0,5985.0,3331.0,75.0,92.0,14609.0,1100.0,8400.0,4200.0,550.0,1200.0,88.0,93.0,8.9,23.0,15893.0,83.0
No,5803.0,4441.0,1730.0,19.0,62.0,10099.0,3255.0,7248.0,3109.0,600.0,1900.0,79.0,91.0,16.8,7.0,6227.0,62.0
No,5191.0,4134.0,1500.0,15.0,44.0,7532.0,1847.0,8677.0,3505.0,600.0,1300.0,75.0,94.0,15.5,17.0,7392.0,53.0
No,6071.0,3856.0,1449.0,15.0,67.0,6635.0,1145.0,7558.0,3680.0,500.0,1500.0,82.0,85.0,19.1,15.0,6005.0,55.0
No,2777.0,2249.0,1652.0,20.0,54.0,8334.0,1435.0,5634.0,2703.0,450.0,1200.0,97.0,97.0,15.9,16.0,9424.0,49.0
No,1800.0,1253.0,560.0,44.0,85.0,3876.0,3588.0,6634.0,4360.0,600.0,2604.0,82.0,85.0,17.8,14.0,6104.0,47.0
No,4418.0,2737.0,2049.0,23.0,51.0,14047.0,5134.0,4104.0,3579.0,450.0,1700.0,86.0,94.0,22.6,6.0,5657.0,35.0
No,5530.0,4007.0,1697.0,12.0,37.0,8463.0,1498.0,7731.0,4128.0,540.0,2286.0,75.0,75.0,21.5,8.0,6309.0,40.0
No,4144.0,3379.0,1853.0,18.0,52.0,10135.0,1448.0,6197.0,2930.0,595.0,2380.0,78.0,82.0,16.3,26.0,6333.0,77.0
Yes,7700.0,3700.0,1906.0,79.0,96.0,7671.0,30.0,16850.0,4400.0,600.0,1350.0,96.0,92.0,13.1,46.0,13936.0,97.0
No,4743.0,3970.0,2233.0,32.0,63.0,13436.0,2582.0,5173.0,3526.0,765.0,3176.0,86.0,90.0,11.5,11.0,10244.0,44.0
No,8631.0,6732.0,2546.0,25.0,61.0,11669.0,1605.0,10602.0,3660.0,570.0,1530.0,79.0,87.0,19.7,13.0,8020.0,54.0
Yes,12394.0,5232.0,2464.0,85.0,100.0,9205.0,531.0,17020.0,7270.0,500.0,1544.0,95.0,96.0,6.3,38.0,25765.0,93.0
No,8586.0,6383.0,2503.0,25.0,59.0,13138.0,4289.0,10786.0,4560.0,400.0,900.0,93.0,93.0,7.8,10.0,13789.0,66.0
Yes,1758.0,1485.0,419.0,27.0,58.0,2041.0,174.0,12040.0,4100.0,600.0,1100.0,92.0,96.0,13.2,17.0,9060.0,72.0
Yes,4044.0,2826.0,688.0,51.0,83.0,2738.0,138.0,16230.0,4500.0,630.0,1800.0,79.0,86.0,15.0,17.0,11217.0,63.0
No,9643.0,7751.0,1968.0,12.0,40.0,8894.0,2456.0,10330.0,5558.0,500.0,1250.0,84.0,89.0,16.6,7.0,9158.0,63.0
Yes,5892.0,2718.0,756.0,46.0,72.0,2854.0,594.0,14500.0,3285.0,700.0,1125.0,75.0,89.0,11.7,32.0,11984.0,100.0
Yes,8766.0,5498.0,1243.0,56.0,75.0,5071.0,438.0,17840.0,6582.0,500.0,882.0,93.0,99.0,5.9,23.0,26037.0,80.0
Yes,3934.0,2735.0,886.0,40.0,70.0,3698.0,217.0,13600.0,5940.0,630.0,1820.0,93.0,96.0,15.6,13.0,10813.0,66.0
Yes,2306.0,1721.0,538.0,23.0,48.0,4309.0,549.0,13226.0,6452.0,750.0,2450.0,86.0,86.0,13.6,8.0,10074.0,62.0
No,285.0,280.0,208.0,21.0,43.0,1140.0,473.0,3687.0,1920.0,600.0,1800.0,67.0,77.0,23.6,3.0,3864.0,43.0
Yes,4471.0,2942.0,910.0,29.0,60.0,3674.0,493.0,11584.0,5986.0,650.0,800.0,83.0,83.0,14.1,41.0,9131.0,92.0
No,848.0,560.0,377.0,14.0,24.0,1855.0,1412.0,5800.0,3066.0,500.0,1500.0,62.0,62.0,14.8,3.0,5035.0,48.0
No,7693.0,5815.0,2328.0,30.0,66.0,12594.0,3661.0,8074.0,3522.0,495.0,2941.0,84.0,88.0,16.9,18.0,8246.0,63.0
No,7589.0,4676.0,1876.0,29.0,63.0,14770.0,10962.0,6760.0,3776.0,500.0,2180.0,84.0,89.0,17.0,7.0,11020.0,47.0
Yes,12229.0,8498.0,2477.0,45.0,71.0,13259.0,1429.0,17230.0,6482.0,600.0,2210.0,90.0,94.0,11.4,10.0,17007.0,68.0
No,1401.0,1239.0,605.0,10.0,34.0,3716.0,675.0,7100.0,4380.0,540.0,2948.0,63.0,88.0,19.4,0.0,5389.0,36.0
No,2379.0,2133.0,1292.0,8.0,25.0,4283.0,2973.0,4973.0,3192.0,500.0,1425.0,56.0,65.0,22.0,21.0,4078.0,38.0
No,2850.0,2044.0,1046.0,20.0,50.0,9260.0,1387.0,4652.0,2470.0,500.0,500.0,78.0,99.0,18.7,23.0,5917.0,45.0
Yes,2057.0,1807.0,828.0,26.0,53.0,4106.0,982.0,11712.0,4037.0,500.0,800.0,80.0,80.0,13.8,13.0,8546.0,89.0
Yes,374.0,280.0,185.0,45.0,77.0,995.0,408.0,8550.0,4050.0,500.0,1344.0,75.0,75.0,12.6,17.0,7237.0,62.0
No,7473.0,5372.0,3013.0,27.0,53.0,15749.0,3237.0,5764.0,3262.0,750.0,3300.0,86.0,92.0,16.5,22.0,8612.0,53.0
No,3281.0,2559.0,1448.0,19.0,43.0,10975.0,8431.0,4422.0,2780.0,500.0,2850.0,73.0,73.0,21.0,4.0,4696.0,29.0
No,14752.0,9572.0,5329.0,48.0,85.0,30017.0,5189.0,5130.0,3309.0,650.0,3140.0,91.0,99.0,19.7,11.0,7837.0,65.0
No,4217.0,3100.0,1686.0,17.0,46.0,9375.0,5457.0,4104.0,5376.0,452.0,1200.0,94.0,100.0,25.3,3.0,4329.0,50.0
Yes,974.0,704.0,290.0,5.0,22.0,1145.0,39.0,12520.0,3860.0,1300.0,700.0,16.0,59.0,7.5,9.0,11641.0,57.0
Yes,2459.0,1997.0,582.0,36.0,66.0,2664.0,299.0,16320.0,5326.0,646.0,1171.0,87.0,94.0,11.2,14.0,13706.0,65.0
Yes,1445.0,966.0,326.0,46.0,83.0,1129.0,24.0,15350.0,4080.0,450.0,810.0,89.0,93.0,10.3,52.0,18784.0,82.0
Yes,1712.0,1557.0,696.0,41.0,68.0,2936.0,433.0,11750.0,4160.0,1200.0,2350.0,94.0,96.0,11.5,10.0,11743.0,47.0
No,5095.0,4491.0,2400.0,27.0,53.0,13894.0,8374.0,6857.0,3975.0,858.0,3093.0,89.0,93.0,12.8,9.0,9275.0,37.0
No,7663.0,6008.0,1735.0,18.0,51.0,7353.0,1674.0,15516.0,4928.0,500.0,990.0,87.0,90.0,9.9,10.0,12646.0,79.0
No,15849.0,5384.0,2678.0,74.0,95.0,11278.0,114.0,12212.0,3792.0,500.0,1e3,90.0,92.0,9.5,22.0,13597.0,95.0
No,12749.0,7025.0,3343.0,40.0,81.0,20356.0,4582.0,8199.0,4218.0,708.0,2172.0,96.0,94.0,9.0,10.0,16527.0,65.0
No,1558.0,1254.0,472.0,20.0,57.0,3754.0,2477.0,6172.0,3994.0,541.0,1387.0,83.0,87.0,23.4,12.0,8488.0,53.0
No,2593.0,1966.0,1030.0,9.0,32.0,6038.0,579.0,6704.0,2592.0,376.0,1750.0,78.0,78.0,21.0,17.0,6254.0,65.0
No,910.0,910.0,342.0,14.0,53.0,1434.0,417.0,7032.0,2780.0,550.0,1960.0,75.0,81.0,15.2,15.0,6490.0,36.0
No,4400.0,3719.0,1472.0,12.0,38.0,7804.0,1552.0,6950.0,2500.0,300.0,1200.0,90.0,95.0,23.1,16.0,5559.0,67.0
No,2409.0,1939.0,759.0,17.0,50.0,3819.0,1347.0,6900.0,2800.0,475.0,1200.0,81.0,89.0,22.2,1.0,5968.0,46.0
No,14901.0,10932.0,4631.0,36.0,80.0,23945.0,2200.0,9096.0,4290.0,535.0,1545.0,93.0,96.0,11.5,20.0,11006.0,72.0
No,5244.0,3782.0,1930.0,12.0,37.0,11561.0,7443.0,8786.0,2964.0,570.0,1980.0,79.0,87.0,15.9,8.0,8094.0,38.0
No,2029.0,1516.0,1073.0,23.0,46.0,7535.0,1488.0,5988.0,3422.0,600.0,1500.0,91.0,94.0,15.1,13.0,8745.0,45.0
Yes,663.0,452.0,192.0,10.0,35.0,1481.0,1160.0,8840.0,3060.0,500.0,1e3,69.0,75.0,17.4,19.0,3733.0,78.0
Yes,1399.0,1026.0,308.0,44.0,77.0,1131.0,17.0,14900.0,5160.0,500.0,800.0,82.0,85.0,11.6,40.0,12082.0,79.0
Yes,325.0,260.0,86.0,21.0,47.0,699.0,717.0,9600.0,4202.0,450.0,750.0,39.0,69.0,10.5,15.0,7164.0,68.0
No,368.0,344.0,212.0,5.0,27.0,863.0,189.0,4286.0,2570.0,600.0,2e3,39.0,41.0,14.9,25.0,4958.0,40.0
Yes,2075.0,1727.0,520.0,49.0,81.0,2501.0,198.0,11800.0,3260.0,500.0,800.0,87.0,89.0,14.2,23.0,9681.0,95.0
Yes,7791.0,4690.0,1499.0,71.0,92.0,5500.0,90.0,17865.0,6525.0,630.0,952.0,93.0,98.0,5.8,26.0,23850.0,83.0
Yes,3550.0,1877.0,653.0,53.0,87.0,2164.0,77.0,18920.0,5950.0,600.0,800.0,90.0,98.0,9.7,39.0,17089.0,90.0
Yes,7759.0,5588.0,1477.0,30.0,68.0,6362.0,1292.0,15925.0,6507.0,400.0,300.0,89.0,90.0,13.4,24.0,10458.0,96.0
No,4963.0,3497.0,1567.0,18.0,45.0,10262.0,5065.0,10217.0,4182.0,500.0,3630.0,81.0,87.0,8.7,11.0,11183.0,45.0
No,2996.0,2440.0,704.0,2.0,30.0,3006.0,338.0,5587.0,4845.0,500.0,600.0,61.0,63.0,16.0,11.0,5733.0,31.0
No,15712.0,11719.0,4277.0,29.0,53.0,18511.0,604.0,10260.0,3176.0,740.0,2200.0,85.0,89.0,13.8,20.0,8944.0,73.0
