year,id,wrkstat,wrkslf,wrkgvt,marital,sibs,childs,age,educ,degree,sex,race,polviews,partyid,mobile16,born,income06,rincom06,region,size,vote08_coded,pres08,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,natroad,natsoc,natmass,natpark,natchld,natsci,natenrgy,eqwlth,spkath,colath,libath,spkrac,colrac,librac,spkcom,colcom,libcom,spkmil,colmil,libmil,spkhomo,colhomo,libhomo,spkmslm,colmslm,libmslm,cappun,gunlaw,courts,grass,relig,fund,attend,reliten,postlife,pray,bible,affrmact,wrkwayup,closeblk,closewht,happy,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,obey,popular,thnkself,workhard,helpoth,union,getahead,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,divlaw,premarsx,teensex,xmarsex,homosex,pornlaw,spanking,owngun,news,tvhours,fechld,fepresch,fefam,racdif1,racdif2,racdif3,racdif4,helppoor,helpnot,helpsick,helpblk,intintl,intfarm,inteduc,intsci,intecon,inttech,intmed,intspace,intenvir,intmil,hispanic,uscitzn,ethnic,fucitzn,vetyears,wordsum,hhtype1,dateintv,cohort,zodiac,inthisp,intrace1,intrace2,intrace3,feeused,feelevel,lngthinv,intage,intethn,mode,intsex,intyrs,wtss,social_trust,con_govt,social_connect,abortion,abortion_3,authoritarianism,femrole,reborn_r,savesoul_r,god_r,science_quiz,educ_4,educ_2,kids,age_5,evangelical,intethn_2,closeblk2,closewht2,obey2,fund2,attend3,homosex2,reliten2,affrmact2,racial_liberal3,social_cons3,spend3,mslm_lib,mslm_spk,mslm_col,rincom06_5,egalit_scale,race_2,white_traits,black_traits,int_info_scale,femrole2,tolerance,militarist_tol,egalit_scale3,black,voted08,partyid_3,hispanic_2,wtssall,attend7,egalit_scale4,tolerance4,spanking2,age_3,tvhours5,attend2,pornlaw2,south,divlaw2,age.f,mslm_spk.high,mslm_spk.yes,grass.legal,age2,relig2,dem,science_quiz.f
2012,383,WORKING PART TIME,SELF-EMPLOYED,PRIVATE,Married,3,2,37,4 years,Bachelor deg,Female,Other,Conserv,WkDem,SAME CITY,NO,$150000 OR OVER,NA,PACIFIC,805,Voted,Obama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too little,About right,About right,About right,Too little,About right,About right,6,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,ALLOWED,NOT FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,Not allowed,Not allowed,Remove,FAVOR,FAVOR,NOT HARSH ENOUGH,NOT LEGAL,NONE,LIBERAL,Once/yr,NO RELIGION,NO,NEVER,BOOK OF FABLES,NA,NA,8,8,NOT TOO HAPPY,ONLY SOME,ONLY SOME,HARDLY ANY,HARDLY ANY,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,HARDLY ANY,ONLY SOME,MOST IMPORTANT,LEAST IMPORTANT,4TH IMPORTANT,2ND IMPORTANT,3RD IMPORTANT,NEITHER BELONGS,HARD WORK,YES,YES,YES,YES,YES,YES,YES,NA,NA,NA,ALWAYS WRONG,ALWAYS WRONG,ILLEGAL TO ALL,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Help selves,1,Help selves,5,Not at all interested,Very interested,Very interested,Moderately interested,Not at all interested,Not at all interested,Moderately interested,Not at all interested,Very interested,Not at all interested,NOT HISPANIC,A U.S. Citizen,CHINA,NA,NONE,NA,MARRIED COUPLE W CHILDREN,517,1975,NA,NOT HISPANIC,White,NA,NA,NO,NA,116,51,WHITE,OVER THE PHONE,FEMALE,2,0.8237962599014,2,2,NA,7,6-7,6,NA,No,No,No,3,Coll+,13+ yrs,Yes,31-40,Low,White,More close,More close,More important,No,Low,Yes,Not strong,NA,Conserv,Conserv,Conserv,No,No,No,NA,2,NA,NA,NA,8,NA,5,High,Less egal,NA,Voted,Dem,No,0.8237962599014,Once/yr,Low,Low,NA,18-40,NA,Low,Illegal to all,Nonsouth,NA,37,0,0,0,>=31,NA,1,3
2012,384,RETIRED,SOMEONE ELSE,GOVERNMENT,Widowed,2,2,64,2 years,HS,Female,White,Moderate,Ind,SAME CITY,YES,$10000 TO 12499,NA,PACIFIC,805,Did not vote,NA,Too much,Too little,Too little,About right,About right,About right,About right,About right,Too much,Too much,Too little,About right,Too little,About right,About right,Too little,About right,Too much,NA,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,NOT FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,"Yes, allowed","Yes, allowed",Not remove,OPPOSE,FAVOR,TOO HARSH,NA,PROTESTANT,LIBERAL,Never,NOT VERY STRONG,NO,NEVER,BOOK OF FABLES,OPPOSE PREF,AGREE STRONGLY,5,5,NOT TOO HAPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LUCK OR HELP,YES,YES,YES,YES,YES,NO,NO,EASIER,NOT WRONG AT ALL,ALMST ALWAYS WRG,ALWAYS WRONG,NOT WRONG AT ALL,NA,STRONGLY DISAGREE,NO,NEVER,12,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,YES,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,GERMANY,NA,NONE,9,SINGLE ADULT,427,1948,ARIES,NOT HISPANIC,White,NA,NA,"YES, MONEY",50,85,51,WHITE,IN-PERSON,FEMALE,2,0.4118981299507,NA,NA,3,5,3-5,NA,9,No,No,No,NA,Some Coll,13+ yrs,Yes,60-,Low,White,Less close,Less close,NA,No,Low,No,Not strong,Oppose,Mod,Liberal,Liberal,Yes,Yes,Yes,NA,NA,White,0,0,NA,NonTrad,14,High,NA,No,Did not vote,Ind,No,0.4118981299507,Never/<1yr,NA,MedHigh,Disapprove,61+,5 or more,Low,NA,Nonsouth,Same/easier,64,1,100,NA,>=31,Protestant,0,NA
2012,385,WORKING FULL TIME,SELF-EMPLOYED,PRIVATE,Widowed,1,2,82,6 years,Graduate deg,Male,White,SlghtLib,WkDem,DIFFERENT STATE,NO,$110000 TO $129999,$75000 TO $89999,PACIFIC,9,Voted,Obama,About right,About right,About right,About right,Too little,About right,Too little,About right,Too much,About right,About right,Too little,About right,Too little,About right,About right,Too little,Too little,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OPPOSE,NA,ABOUT RIGHT,LEGAL,JEWISH,LIBERAL,Sev times/yr,STRONG,NO,LT ONCE A WEEK,BOOK OF FABLES,OPPOSE PREF,NEITHER AGREE NOR DISAGREE,NA,NA,PRETTY HAPPY,ONLY SOME,A GREAT DEAL,ONLY SOME,A GREAT DEAL,A GREAT DEAL,ONLY SOME,ONLY SOME,A GREAT DEAL,ONLY SOME,ONLY SOME,A GREAT DEAL,HARDLY ANY,A GREAT DEAL,4TH IMPORTANT,2ND IMPORTANT,MOST IMPORTANT,3RD IMPORTANT,LEAST IMPORTANT,NEITHER BELONGS,NA,NA,NA,NA,NA,NA,NA,NA,STAY SAME,SOMETIMES WRONG,ALMST ALWAYS WRG,NA,NA,ILLEGAL TO ALL,DISAGREE,NA,EVERYDAY,2,AGREE,NA,AGREE,NO,NO,YES,NA,Agree both,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,A U.S. Citizen,POLAND,NA,NONE,9,SINGLE ADULT,413,1930,CANCER,NOT HISPANIC,White,NA,NA,NO,NA,200,51,WHITE,IN-PERSON,FEMALE,2,0.4118981299507,1,3,8,NA,NA,1,NA,No,No,No,NA,Coll+,13+ yrs,Yes,60-,Low,White,NA,NA,Less important,No,Moderate,NA,Strong,Oppose,Conserv,Liberal,Mod,NA,NA,NA,High,22,White,1,1,NA,NA,NA,NA,Middle,No,Voted,Dem,No,0.4118981299507,Svrl times/yr,MedHigh,NA,Disapprove,61+,2,Low,Illegal to all,Nonsouth,Same/easier,82,NA,NA,100,>=31,NA,1,NA
2012,386,NA,NA,NA,Married,0,2,43,4 years,Bachelor deg,Female,White,SlghtLib,IndDem,"SAME ST, DIF CITY",YES,NA,NA,PACIFIC,9,Voted,Obama,About right,Too little,About right,NA,NA,NA,Too little,NA,About right,NA,NA,Too little,NA,Too little,Too little,Too little,Too little,Too little,NA,ALLOWED,ALLOWED,NOT REMOVE,NOT ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,NOT FIRED,NOT REMOVE,ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,"Yes, allowed",Not allowed,Not remove,OPPOSE,OPPOSE,NA,NA,NONE,LIBERAL,Never,NO RELIGION,YES,NEVER,BOOK OF FABLES,OPPOSE PREF,NEITHER AGREE NOR DISAGREE,7,7,PRETTY HAPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOTH EQUALLY,YES,YES,YES,YES,YES,YES,YES,STAY SAME,SOMETIMES WRONG,ALMST ALWAYS WRG,NA,NOT WRONG AT ALL,NA,DISAGREE,NO,ONCE A WEEK,0,AGREE,DISAGREE,STRONGLY DISAGREE,YES,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,NA,NA,NONE,10,MARRIED COUPLE W CHILDREN,506,1969,ARIES,NOT HISPANIC,White,NA,NA,"YES, MONEY",50,160,51,WHITE,IN-PERSON,FEMALE,2,0.8237962599014,NA,NA,8,7,6-7,NA,7,No,No,No,NA,Coll+,13+ yrs,Yes,41-50,Low,White,More close,More close,NA,No,Low,No,Not strong,Oppose,Mod,Liberal,Mod,Yes,Yes,No,NA,NA,White,0,0,NA,NonTrad,11,Middle,NA,No,Voted,Ind,No,0.8237962599014,Never/<1yr,NA,MedLow,Disapprove,41-60,0-1,Low,NA,Nonsouth,Same/easier,43,1,100,NA,>=31,NA,0,NA
2012,387,RETIRED,SOMEONE ELSE,PRIVATE,Divorced,2,3,54,2 years,HS,Female,White,ExtrmLib,StrDem,SAME CITY,YES,$4 000 TO 4 999,UNDER $1 000,PACIFIC,29,Did not vote,NA,About right,Too little,Too little,Too little,About right,Too much,Too little,About right,Too little,Too much,About right,Too little,Too little,Too little,Too little,Too little,Too little,Too little,NA,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,NOT FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,NOT ALLOWED,NOT REMOVE,"Yes, allowed","Yes, allowed",Not remove,FAVOR,OPPOSE,ABOUT RIGHT,NA,NONE,LIBERAL,Never,NO RELIGION,NO,ONCE A DAY,BOOK OF FABLES,STRONGLY OPPOSE PREF,NEITHER AGREE NOR DISAGREE,1,5,NOT TOO HAPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOTH EQUALLY,YES,YES,YES,YES,YES,YES,YES,EASIER,NOT WRONG AT ALL,SOMETIMES WRONG,NOT WRONG AT ALL,NOT WRONG AT ALL,NA,STRONGLY AGREE,NO,NEVER,4,STRONGLY AGREE,DISAGREE,STRONGLY DISAGREE,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,NA,NA,NONE,6,SINGLE ADULT,330,1958,LIBRA,NOT HISPANIC,White,NA,NA,NO,NA,65,30,WHITE,IN-PERSON,MALE,2,0.4118981299507,NA,NA,3,7,6-7,NA,8,No,No,No,NA,Some Coll,13+ yrs,Yes,51-60,Low,White,Less close,Less close,NA,No,Low,No,Not strong,Oppose,Conserv,Liberal,Liberal,Yes,Yes,Yes,Low,NA,White,2,1,NA,NonTrad,13,High,NA,No,Did not vote,Dem,No,0.4118981299507,Never/<1yr,NA,MedHigh,Approve,41-60,4,Low,NA,Nonsouth,Same/easier,54,1,100,NA,>=31,NA,1,NA
2012,388,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Never married,3,0,25,6 years,HS,Female,White,SlghtLib,WkDem,SAME CITY,YES,$15000 TO 17499,$12500 TO 14999,PACIFIC,29,Voted,Obama,NA,Too little,Too little,Too much,Too little,Too little,Too little,Too much,Too little,Too much,Too little,Too little,Too little,About right,About right,Too little,Too little,About right,3,ALLOWED,ALLOWED,NOT REMOVE,NOT ALLOWED,NOT ALLOWED,NOT REMOVE,NOT ALLOWED,NOT FIRED,NOT REMOVE,NOT ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,Not allowed,Not allowed,Remove,OPPOSE,FAVOR,NOT HARSH ENOUGH,NOT LEGAL,CATHOLIC,MODERATE,Once/yr,NOT VERY STRONG,YES,LT ONCE A WEEK,INSPIRED WORD,NA,NA,5,5,PRETTY HAPPY,A GREAT DEAL,ONLY SOME,ONLY SOME,A GREAT DEAL,HARDLY ANY,ONLY SOME,HARDLY ANY,A GREAT DEAL,ONLY SOME,ONLY SOME,A GREAT DEAL,ONLY SOME,A GREAT DEAL,4TH IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,3RD IMPORTANT,2ND IMPORTANT,SPOUSE BELONGS,HARD WORK,YES,YES,YES,YES,YES,YES,YES,NA,NA,NA,ALWAYS WRONG,NOT WRONG AT ALL,ILLEGAL UNDER 18,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,Agree both,4,Not at all interested,Not at all interested,Moderately interested,Moderately interested,Moderately interested,Very interested,Very interested,Not at all interested,Moderately interested,Not at all interested,"MEXICAN, MEXICAN AMERICAN, CHICANO/A",NA,MEXICO,NA,NONE,NA,"COHAB COUPLE, NO CHILDREN",729,1987,VIRGO,NOT HISPANIC,White,NA,NA,"YES, MONEY",75,98,48,WHITE,IN-PERSON,FEMALE,0,1.7479752420003,1,2,NA,7,6-7,1,NA,No,No,No,8,Coll+,13+ yrs,No,18-30,Low,White,Less close,Less close,Less important,No,Low,No,Not strong,NA,Conserv,Liberal,Liberal,No,No,No,MedLow,28,White,NA,NA,8,NA,9,Low,More egal,No,Voted,Dem,Yes,1.7479752420003,Once/yr,MedHigh,MedLow,NA,18-40,NA,Low,Not illegal to all,Nonsouth,NA,25,0,0,0,<=30,Catholic,1,8
2012,389,RETIRED,SOMEONE ELSE,GOVERNMENT,Divorced,1,2,78,5 years,Bachelor deg,Female,White,Liberal,NA,"SAME ST, DIF CITY",NO,$22500 TO 24999,NA,PACIFIC,29,Voted,Obama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too little,NA,Too little,Too little,Too little,About right,Too little,NA,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,NOT FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,"Yes, allowed",Not allowed,Not remove,OPPOSE,FAVOR,TOO HARSH,NA,PROTESTANT,LIBERAL,2-3 times /mo,NOT VERY STRONG,NA,SEVERAL TIMES A DAY,BOOK OF FABLES,OPPOSE PREF,NEITHER AGREE NOR DISAGREE,5,5,PRETTY HAPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOTH EQUALLY,YES,YES,YES,YES,YES,YES,YES,EASIER,NOT WRONG AT ALL,NA,NOT WRONG AT ALL,NOT WRONG AT ALL,NA,DISAGREE,NO,ONCE A WEEK,2,AGREE,DISAGREE,DISAGREE,NO,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,A U.S. Citizen,GERMANY,NA,NONE,9,SINGLE ADULT,413,1934,CAPRICORN,NOT HISPANIC,White,NA,NA,NO,NA,113,30,WHITE,IN-PERSON,MALE,2,0.4118981299507,NA,NA,8,7,6-7,NA,6,No,No,No,NA,Coll+,13+ yrs,Yes,60-,Low,White,Less close,Less close,NA,No,Moderate,No,Not strong,Oppose,Conserv,Liberal,Conserv,Yes,Yes,No,NA,NA,White,0,0,NA,NonTrad,13,High,NA,No,Voted,NA,No,0.4118981299507,2-3 times/mnth,NA,MedHigh,Disapprove,61+,2,High,NA,Nonsouth,Same/easier,78,1,100,NA,>=31,Protestant,NA,NA
2012,390,"UNEMPLOYED, LAID OFF",SOMEONE ELSE,PRIVATE,Never married,3,0,19,12th grade,HS,Female,Black,Conserv,WkDem,"SAME ST, DIF CITY",YES,$35000 TO 39999,$1 000 TO 2 999,PACIFIC,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,About right,Too little,About right,Too little,Too little,About right,About right,3,ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,ALLOWED,NOT FIRED,NOT REMOVE,ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,"Yes, allowed",Not allowed,Not remove,FAVOR,FAVOR,NOT HARSH ENOUGH,LEGAL,PROTESTANT,FUNDAMENTALIST,Once/mo,STRONG,YES,ONCE A DAY,INSPIRED WORD,NA,NA,5,4,PRETTY HAPPY,A GREAT DEAL,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,A GREAT DEAL,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,A GREAT DEAL,LEAST IMPORTANT,4TH IMPORTANT,MOST IMPORTANT,2ND IMPORTANT,3RD IMPORTANT,NEITHER BELONGS,HARD WORK,YES,YES,YES,YES,YES,YES,YES,NA,NA,NA,ALWAYS WRONG,NOT WRONG AT ALL,ILLEGAL UNDER 18,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,Govt,3,Moderately interested,Moderately interested,Very interested,Very interested,Very interested,Moderately interested,Very interested,Moderately interested,Moderately interested,Moderately interested,NOT HISPANIC,NA,AFRICA,NA,NONE,NA,"OTHER FAM., NO CHILDREN",730,1993,TAURUS,NOT HISPANIC,White,NA,NA,"YES, MONEY",75,81,48,WHITE,IN-PERSON,FEMALE,0,1.7479752420003,1,3,NA,7,6-7,0,NA,Yes,Yes,Yes,NA,HS,0-12 yrs,No,18-30,High,White,Less close,Less close,Less important,Yes,Moderate,No,Strong,NA,Conserv,Liberal,Mod,Yes,Yes,No,Low,28,Black,NA,NA,14,NA,8,Middle,More egal,Yes,NA,Dem,No,1.7479752420003,Once/mnth,MedHigh,Low,NA,18-40,NA,High,Not illegal to all,Nonsouth,NA,19,1,100,100,<=30,Protestant,1,NA
2012,391,RETIRED,SOMEONE ELSE,PRIVATE,Divorced,3,3,64,11th grade,HS,Male,White,ExtrmLib,WkDem,"SAME ST, DIF CITY",YES,$15000 TO 17499,NA,PACIFIC,29,Voted,Obama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too little,About right,About right,About right,Too little,About right,Too little,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAVOR,NA,NOT HARSH ENOUGH,LEGAL,NONE,LIBERAL,Never,NO RELIGION,NO,LT ONCE A WEEK,BOOK OF FABLES,STRONGLY OPPOSE PREF,AGREE SOMEWHAT,NA,NA,PRETTY HAPPY,HARDLY ANY,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,HARDLY ANY,ONLY SOME,ONLY SOME,HARDLY ANY,ONLY SOME,3RD IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,4TH IMPORTANT,2ND IMPORTANT,NEITHER BELONGS,NA,NA,NA,NA,NA,NA,NA,NA,EASIER,NOT WRONG AT ALL,ALWAYS WRONG,NA,NA,ILLEGAL UNDER 18,STRONGLY AGREE,NA,NEVER,15,STRONGLY AGREE,DISAGREE,STRONGLY DISAGREE,YES,NO,NO,YES,Agree both,4,Govt,4,Moderately interested,Moderately interested,Very interested,Moderately interested,Very interested,Moderately interested,Moderately interested,Moderately interested,Very interested,Moderately interested,NOT HISPANIC,NA,SCOTLAND,NA,NONE,6,"OTHER FAM., NO CHILDREN",622,1948,LEO,NOT HISPANIC,White,NA,NA,NO,NA,174,48,WHITE,IN-PERSON,FEMALE,0,1.7479752420003,2,2,8,NA,NA,2,8,No,No,No,8,<HS,0-12 yrs,Yes,60-,Low,White,NA,NA,Less important,No,Low,NA,Not strong,Oppose,Mod,Liberal,Conserv,NA,NA,NA,NA,29,White,1,0,13,NonTrad,NA,NA,More egal,No,Voted,Dem,No,1.7479752420003,Never/<1yr,MedHigh,NA,Approve,61+,5 or more,Low,Not illegal to all,Nonsouth,Same/easier,64,NA,NA,100,>=31,NA,1,8
2012,392,WORKING FULL TIME,SOMEONE ELSE,GOVERNMENT,Never married,0,0,23,1 yr coll,HS,Male,Black,Moderate,StrDem,SAME CITY,YES,$75000 TO $89999,$22500 TO 24999,PACIFIC,391,Voted,Obama,Too much,Too little,Too little,Too little,Too little,Too little,Too little,Too little,About right,NA,About right,Too much,About right,About right,Too little,Too little,About right,About right,NA,NOT ALLOWED,ALLOWED,NA,ALLOWED,ALLOWED,NA,ALLOWED,NOT FIRED,NA,ALLOWED,ALLOWED,NA,ALLOWED,ALLOWED,NA,Not allowed,"Yes, allowed",Remove,FAVOR,FAVOR,NOT HARSH ENOUGH,NA,NONE,LIBERAL,2-3 times /mo,NO RELIGION,NA,SEVERAL TIMES A WEEK,BOOK OF FABLES,NA,AGREE SOMEWHAT,9,6,PRETTY HAPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HARD WORK,YES,YES,YES,YES,YES,YES,YES,STAY SAME,NOT WRONG AT ALL,SOMETIMES WRONG,ALWAYS WRONG,NOT WRONG AT ALL,NA,AGREE,NO,FEW TIMES A WEEK,1,STRONGLY AGREE,DISAGREE,AGREE,YES,YES,YES,YES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,AFRICA,NA,NONE,6,"UNSURE, NO CHILDREN",427,1989,LIBRA,NOT HISPANIC,White,NA,NA,NO,NA,83,41,WHITE,IN-PERSON,FEMALE,3,1.6475925198027,NA,NA,9,7,6-7,NA,6,Yes,Yes,No,NA,Some Coll,13+ yrs,No,18-30,High,White,More close,More close,NA,No,Moderate,No,Not strong,NA,Liberal,Liberal,Liberal,No,No,Yes,MedLow,NA,Black,-2,-1,NA,NonTrad,NA,NA,NA,Yes,Voted,Dem,No,1.6475925198027,2-3 times/mnth,NA,NA,Approve,18-40,0-1,High,NA,Nonsouth,Same/easier,23,0,0,NA,<=30,NA,1,NA
2012,393,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Never married,1,0,31,4 years,Bachelor deg,Female,White,Liberal,NA,DIFFERENT STATE,YES,$150000 OR OVER,$60000 TO 74999,PACIFIC,391,Voted,Obama,About right,Too little,Too little,Too little,About right,Too little,Too little,Too little,Too much,Too much,Too little,About right,Too little,Too little,Too little,Too little,Too little,Too little,1,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,NOT FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,"Yes, allowed","Yes, allowed",Not remove,OPPOSE,FAVOR,TOO HARSH,LEGAL,NONE,LIBERAL,Never,NO RELIGION,NA,NEVER,NA,NA,NA,5,5,PRETTY HAPPY,HARDLY ANY,HARDLY ANY,HARDLY ANY,ONLY SOME,HARDLY ANY,ONLY SOME,HARDLY ANY,ONLY SOME,HARDLY ANY,ONLY SOME,ONLY SOME,HARDLY ANY,HARDLY ANY,LEAST IMPORTANT,4TH IMPORTANT,MOST IMPORTANT,3RD IMPORTANT,2ND IMPORTANT,R AND SPOUSE BELONG,BOTH EQUALLY,YES,YES,YES,YES,YES,YES,YES,NA,NA,NA,ALMST ALWAYS WRG,NOT WRONG AT ALL,LEGAL,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,Govt,2,Moderately interested,Moderately interested,Moderately interested,Very interested,Very interested,Very interested,Very interested,Moderately interested,Moderately interested,Moderately interested,NOT HISPANIC,NA,LITHUANIA,NA,NONE,NA,"COHAB COUPLE, NO CHILDREN",329,1981,TAURUS,NOT HISPANIC,White,NA,NA,NO,NA,101,41,WHITE,IN-PERSON,FEMALE,3,0.8237962599014,0,1,NA,7,6-7,0,NA,No,No,No,5,Coll+,13+ yrs,No,31-40,Low,White,Less close,Less close,Less important,No,Low,No,Not strong,NA,Mod,Liberal,Liberal,Yes,Yes,Yes,MedHigh,33,White,NA,NA,14,NA,14,High,More egal,No,Voted,NA,No,0.8237962599014,Never/<1yr,High,MedHigh,NA,18-40,NA,Low,Not illegal to all,Nonsouth,NA,31,1,100,100,>=31,NA,NA,5
2012,394,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Married,1,0,41,3 years,Junior Coll,Male,White,Moderate,Ind,DIFFERENT STATE,YES,$150000 OR OVER,$90000 TO $109999,PACIFIC,391,Voted,Obama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,About right,About right,Too little,About right,NA,About right,About right,NA,ALLOWED,NA,NOT REMOVE,NA,NA,NA,ALLOWED,NOT FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,"Yes, allowed","Yes, allowed",Not remove,NA,FAVOR,TOO HARSH,NA,NONE,LIBERAL,Never,NO RELIGION,NO,ONCE A DAY,BOOK OF FABLES,OPPOSE PREF,AGREE SOMEWHAT,5,5,VERY HAPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOTH EQUALLY,YES,NA,YES,NA,YES,NA,NA,STAY SAME,NA,NA,NA,NOT WRONG AT ALL,NA,AGREE,NO,EVERYDAY,1,AGREE,AGREE,DISAGREE,NA,NO,YES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,PORTUGAL,NA,NONE,9,"MARRIED COUPLE, NO CHILDREN",402,1971,LEO,NOT HISPANIC,White,NA,NA,"YES, MONEY",20,118,41,WHITE,IN-PERSON,FEMALE,3,0.8237962599014,NA,NA,4,NA,NA,NA,5,No,No,No,NA,Some Coll,13+ yrs,No,41-50,Low,White,Less close,Less close,NA,No,Low,No,Not strong,Oppose,Conserv,Liberal,Conserv,Yes,Yes,Yes,High,NA,White,3,3,NA,Traditional,NA,High,NA,No,Voted,Ind,No,0.8237962599014,Never/<1yr,NA,NA,Approve,41-60,0-1,Low,NA,Nonsouth,Same/easier,41,1,100,NA,>=31,NA,0,NA
