,year,id,wrkstat,wrkslf,wrkgvt,marital,sibs,childs,age,educ,degree,sex,race,polviews,partyid,mobile16,born,income06,rincom06,region,size,vote08_coded,pres08,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,natroad,natsoc,natmass,natpark,natchld,natsci,natenrgy,eqwlth,spkath,colath,libath,spkrac,colrac,librac,spkcom,colcom,libcom,spkmil,colmil,libmil,spkhomo,colhomo,libhomo,spkmslm,colmslm,libmslm,cappun,gunlaw,courts,grass,relig,fund,attend,reliten,postlife,pray,bible,affrmact,wrkwayup,closeblk,closewht,happy,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,obey,popular,thnkself,workhard,helpoth,union,getahead,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,divlaw,premarsx,teensex,xmarsex,homosex,pornlaw,spanking,owngun,news,tvhours,fechld,fepresch,fefam,racdif1,racdif2,racdif3,racdif4,helppoor,helpnot,helpsick,helpblk,intintl,intfarm,inteduc,intsci,intecon,inttech,intmed,intspace,intenvir,intmil,hispanic,uscitzn,ethnic,fucitzn,vetyears,wordsum,hhtype1,dateintv,cohort,zodiac,inthisp,intrace1,intrace2,intrace3,feeused,feelevel,lngthinv,intage,intethn,mode,intsex,intyrs,wtss,social_trust,con_govt,social_connect,abortion,abortion_3,authoritarianism,femrole,reborn_r,savesoul_r,god_r,science_quiz,educ_4,educ_2,kids,age_5,evangelical,intethn_2,closeblk2,closewht2,obey2,fund2,attend3,homosex2,reliten2,affrmact2,racial_liberal3,social_cons3,spend3,mslm_lib,mslm_spk,mslm_col,rincom06_5,egalit_scale,race_2,white_traits,black_traits,int_info_scale,femrole2,tolerance,militarist_tol,egalit_scale3,black,voted08,partyid_3,hispanic_2,wtssall,attend7,egalit_scale4,tolerance4,spanking2,age_3,tvhours5,attend2,pornlaw2,south,divlaw2,age.f,mslm_spk.high,mslm_spk.yes,grass.legal,age2,relig2,dem,science_quiz.f
587,2012,588.0,WORKING FULL TIME,SOMEONE ELSE,GOVERNMENT,Married,2.0,4.0,49.0,12th grade,HS,Male,Black,Moderate,StrDem,SAME CITY,YES,$60000 TO 74999,$60000 TO 74999,E. NOR. CENTRAL,714,Voted,Obama,,,,,,,,,,,,Too little,About right,Too little,Too little,About right,About right,Too little,1.0,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,NOT FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,Not allowed,Not allowed,Not remove,OPPOSE,OPPOSE,NOT HARSH ENOUGH,LEGAL,PROTESTANT,MODERATE,Sev times/yr,NOT VERY STRONG,YES,LT ONCE A WEEK,INSPIRED WORD,,,9.0,7.0,VERY HAPPY,HARDLY ANY,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,A GREAT DEAL,A GREAT DEAL,HARDLY ANY,ONLY SOME,ONLY SOME,HARDLY ANY,ONLY SOME,2ND IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,4TH IMPORTANT,3RD IMPORTANT,R BELONGS,HARD WORK,YES,YES,YES,NO,NO,YES,NO,,,,ALWAYS WRONG,ALWAYS WRONG,ILLEGAL UNDER 18,,NO,,,,,,,,,,Agree both,3.0,2,3.0,Moderately interested,Moderately interested,Very interested,Moderately interested,Very interested,Very interested,Moderately interested,Moderately interested,Very interested,Very interested,NOT HISPANIC,,,,NONE,,"MARRIED COUPLE, NO CHILDREN",510,1963.0,AQUARIUS,NOT HISPANIC,Black or African,,,"YES, MONEY",40.0,47,38,BLACK,IN-PERSON,MALE,0,0.8237962599014,2.0,2.0,,4.0,3-5,3.0,,Yes,Yes,Yes,,HS,0-12 yrs,Yes,41-50,High,Black,More close,More close,More important,No,Moderate,Yes,Not strong,,Conserv,Mod,Conserv,Yes,No,No,MedHigh,29.0,Black,,,15.0,,14.0,High,More egal,Yes,Voted,Dem,No,0.8237962599014,Svrl times/yr,MedHigh,MedHigh,,41-60,,Low,Not illegal to all,Nonsouth,,49.0,0.0,0.0,100.0,>=31,Protestant,1.0,
588,2012,589.0,,,,Married,3.0,2.0,31.0,11th grade,HS,Male,Black,Conserv,WkDem,SAME CITY,YES,$20000 TO 22499,,E. NOR. CENTRAL,714,Voted,Obama,,,,,,,,,,,,Too little,About right,About right,Too little,Too little,About right,Too little,1.0,,,,,,,,,,,,,,,,,,,OPPOSE,,TOO HARSH,LEGAL,PROTESTANT,FUNDAMENTALIST,2-3 times /mo,STRONG,YES,SEVERAL TIMES A DAY,INSPIRED WORD,SUPPORT PREF,DISAGREE SOMEWHAT,,,PRETTY HAPPY,A GREAT DEAL,HARDLY ANY,ONLY SOME,A GREAT DEAL,HARDLY ANY,HARDLY ANY,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,HARDLY ANY,HARDLY ANY,HARDLY ANY,HARDLY ANY,3RD IMPORTANT,4TH IMPORTANT,2ND IMPORTANT,MOST IMPORTANT,LEAST IMPORTANT,NEITHER BELONGS,,,,,,,,,STAY SAME,SOMETIMES WRONG,ALWAYS WRONG,,,ILLEGAL UNDER 18,AGREE,,LESS THAN ONCE WK,6.0,AGREE,DISAGREE,AGREE,YES,NO,YES,NO,Govt,1.0,Agree both,2.0,Not at all interested,Not at all interested,Very interested,Not at all interested,Very interested,Not at all interested,Very interested,Not at all interested,Moderately interested,Not at all interested,NOT HISPANIC,,AFRICA,,NONE,4.0,"MARRIED COUPLE, NO CHILDREN",515,1981.0,LIBRA,NOT HISPANIC,Black or African,,,"YES, MONEY",20.0,200,38,BLACK,IN-PERSON,MALE,0,0.8237962599014,0.0,1.0,6.0,,,3.0,5.0,Yes,Yes,Yes,3.0,<HS,0-12 yrs,Yes,31-40,High,Black,,,Less important,Yes,Moderate,,Strong,Support,Liberal,Liberal,Conserv,,,,,35.0,Black,1.0,-1.0,7.0,Traditional,,,More egal,Yes,Voted,Dem,No,0.8237962599014,2-3 times/mnth,High,,Approve,18-40,5 or more,High,Not illegal to all,Nonsouth,Same/easier,31.0,,,100.0,>=31,Protestant,1.0,3.0
589,2012,590.0,RETIRED,SOMEONE ELSE,GOVERNMENT,Married,4.0,6.0,81.0,1 yr coll,HS,Male,Black,SlghtLib,IndDem,SAME CITY,YES,$60000 TO 74999,$40000 TO 49999,E. NOR. CENTRAL,714,Voted,Obama,About right,Too little,Too little,Too little,Too little,Too little,Too little,Too little,Too much,Too much,About right,Too little,Too little,Too little,Too little,Too little,Too little,Too little,1.0,NOT ALLOWED,NOT ALLOWED,NOT REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,ALLOWED,NOT FIRED,NOT REMOVE,NOT ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,Not allowed,Not allowed,Not remove,FAVOR,FAVOR,NOT HARSH ENOUGH,LEGAL,NONE,LIBERAL,Once/yr,NO RELIGION,,LT ONCE A WEEK,BOOK OF FABLES,,,9.0,9.0,VERY HAPPY,HARDLY ANY,ONLY SOME,HARDLY ANY,ONLY SOME,HARDLY ANY,ONLY SOME,ONLY SOME,A GREAT DEAL,ONLY SOME,ONLY SOME,A GREAT DEAL,HARDLY ANY,A GREAT DEAL,2ND IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,3RD IMPORTANT,4TH IMPORTANT,NEITHER BELONGS,LUCK OR HELP,YES,YES,YES,YES,YES,YES,YES,,,,SOMETIMES WRONG,NOT WRONG AT ALL,ILLEGAL TO ALL,,YES,,,,,,,,,,Agree both,3.0,Agree both,1.0,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Moderately interested,Very interested,Very interested,NOT HISPANIC,,AFRICA,,NONE,,"MARRIED COUPLE, NO CHILDREN",502,1931.0,PISCES,NOT HISPANIC,Black or African,,,"YES, MONEY",20.0,168,38,BLACK,IN-PERSON,MALE,0,0.8237962599014,1.0,1.0,,7.0,6-7,3.0,,No,No,No,,Some Coll,13+ yrs,Yes,60-,Low,Black,More close,More close,More important,No,Low,No,Not strong,,Mod,Mod,Liberal,Yes,No,No,MedHigh,29.0,Black,,,19.0,,7.0,Low,More egal,Yes,Voted,Ind,No,0.8237962599014,Once/yr,MedHigh,Low,,61+,,Low,Illegal to all,Nonsouth,,81.0,0.0,0.0,100.0,>=31,,0.0,
590,2012,591.0,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Never married,3.0,0.0,30.0,8 years,Graduate deg,Male,Black,SlghtCons,WkDem,DIFFERENT STATE,NO,$90000 TO $109999,$90000 TO $109999,E. NOR. CENTRAL,714,Did not vote,,About right,About right,Too little,About right,Too little,About right,Too little,Too little,Too much,Too much,About right,About right,About right,About right,About right,About right,About right,Too little,1.0,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,NOT FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,Not allowed,Not allowed,Remove,OPPOSE,FAVOR,NOT HARSH ENOUGH,LEGAL,PROTESTANT,FUNDAMENTALIST,2-3 times /mo,NOT VERY STRONG,YES,SEVERAL TIMES A WEEK,INSPIRED WORD,,,5.0,5.0,NOT TOO HAPPY,ONLY SOME,A GREAT DEAL,ONLY SOME,HARDLY ANY,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,ONLY SOME,A GREAT DEAL,3RD IMPORTANT,4TH IMPORTANT,LEAST IMPORTANT,2ND IMPORTANT,MOST IMPORTANT,NEITHER BELONGS,LUCK OR HELP,NO,NO,YES,NO,YES,NO,YES,,,,ALMST ALWAYS WRG,ALMST ALWAYS WRG,ILLEGAL UNDER 18,,NO,,,,,,,,,,Agree both,1.0,Agree both,3.0,Moderately interested,Moderately interested,Very interested,Very interested,Very interested,Very interested,Very interested,Moderately interested,Very interested,Moderately interested,NOT HISPANIC,A U.S. Citizen,AFRICA,,NONE,,"OTHER FAM., NO CHILDREN",504,1982.0,SCORPIO,NOT HISPANIC,Black or African,,,"YES, MONEY",20.0,126,38,BLACK,IN-PERSON,MALE,0,0.8237962599014,0.0,4.0,,3.0,3-5,5.0,,Yes,Yes,Yes,6.0,Coll+,13+ yrs,No,18-30,High,Black,Less close,Less close,Less important,Yes,Moderate,No,Not strong,,Mod,Liberal,Liberal,No,No,No,High,29.0,Black,,,16.0,,14.0,High,More egal,Yes,Did not vote,Dem,No,0.8237962599014,2-3 times/mnth,MedHigh,MedHigh,,18-40,,High,Not illegal to all,Nonsouth,,30.0,0.0,0.0,100.0,<=30,Protestant,1.0,6.0
591,2012,592.0,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Never married,6.0,0.0,29.0,1 yr coll,Junior Coll,Male,Black,Moderate,StrDem,"SAME ST, DIF CITY",YES,$20000 TO 22499,$4 000 TO 4 999,E. NOR. CENTRAL,63,Voted,Obama,Too little,Too little,Too little,Too little,Too little,About right,About right,About right,About right,Too little,Too much,Too little,Too little,About right,Too little,About right,Too little,Too little,3.0,,,,,,,,,,,,,,,,,,,OPPOSE,,NOT HARSH ENOUGH,LEGAL,NONE,LIBERAL,Once/yr,NO RELIGION,YES,SEVERAL TIMES A WEEK,WORD OF GOD,STRONGLY OPPOSE PREF,AGREE STRONGLY,,,VERY HAPPY,HARDLY ANY,ONLY SOME,ONLY SOME,A GREAT DEAL,ONLY SOME,ONLY SOME,HARDLY ANY,ONLY SOME,ONLY SOME,ONLY SOME,A GREAT DEAL,ONLY SOME,A GREAT DEAL,2ND IMPORTANT,LEAST IMPORTANT,4TH IMPORTANT,3RD IMPORTANT,MOST IMPORTANT,NEITHER BELONGS,,,,,,,,,MORE DIFFICULT,NOT WRONG AT ALL,ALWAYS WRONG,,,LEGAL,AGREE,,FEW TIMES A WEEK,2.0,AGREE,DISAGREE,STRONGLY DISAGREE,NO,NO,YES,YES,Govt,1.0,Govt,3.0,,,,,,,,,,,NOT HISPANIC,,AMERICAN ONLY,,NONE,7.0,"MARRIED COUPLE, NO CHILDREN",506,1983.0,TAURUS,NOT HISPANIC,White,,,"YES, MONEY",20.0,84,50,WHITE,IN-PERSON,FEMALE,2,1.235694389852,1.0,3.0,10.0,,,5.0,7.0,Yes,No,Yes,,Some Coll,13+ yrs,No,18-30,Mod,White,,,More important,No,Low,,Not strong,Oppose,Conserv,Liberal,Liberal,,,,Low,32.0,Black,2.0,2.0,,NonTrad,,,More egal,Yes,Voted,Dem,No,1.235694389852,Once/yr,High,,Approve,18-40,2,Low,Not illegal to all,Nonsouth,More difficult,29.0,,,100.0,<=30,,1.0,
592,2012,593.0,WORKING FULL TIME,SOMEONE ELSE,GOVERNMENT,Married,3.0,2.0,58.0,2 years,Junior Coll,Male,White,SlghtLib,IndDem,SAME CITY,YES,$50000 TO 59999,$25000 TO 29999,E. NOR. CENTRAL,63,Voted,Obama,Too little,About right,Too little,Too little,Too little,Too little,Too little,Too little,Too little,Too much,Too much,Too little,Too little,Too little,About right,Too little,About right,Too little,,ALLOWED,ALLOWED,NOT REMOVE,NOT ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,NOT FIRED,NOT REMOVE,ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,"Yes, allowed","Yes, allowed",Not remove,FAVOR,FAVOR,NOT HARSH ENOUGH,,PROTESTANT,MODERATE,Sev times/yr,NOT VERY STRONG,YES,ONCE A DAY,INSPIRED WORD,STRONGLY OPPOSE PREF,AGREE SOMEWHAT,7.0,7.0,PRETTY HAPPY,,,,,,,,,,,,,,,,,,,,HARD WORK,YES,NO,YES,,YES,NO,,MORE DIFFICULT,NOT WRONG AT ALL,ALWAYS WRONG,ALMST ALWAYS WRG,ALMST ALWAYS WRG,,AGREE,YES,FEW TIMES A WEEK,3.0,DISAGREE,DISAGREE,DISAGREE,NO,NO,YES,YES,,,,,,,,,,,,,,,NOT HISPANIC,,,,NONE,5.0,"MARRIED COUPLE, NO CHILDREN",406,1954.0,CANCER,NOT HISPANIC,White,,,"YES, MONEY",20.0,96,50,WHITE,IN-PERSON,FEMALE,2,0.8237962599014,,,2.0,,,,5.0,Yes,No,Yes,,Some Coll,13+ yrs,Yes,51-60,Mod,White,More close,More close,,No,Moderate,No,Not strong,Oppose,Mod,Liberal,Liberal,Yes,Yes,Yes,Mid,,White,1.0,0.0,,Traditional,11.0,Middle,,No,Voted,Ind,No,0.8237962599014,Svrl times/yr,,MedLow,Approve,41-60,3,Low,,Nonsouth,More difficult,58.0,1.0,100.0,,>=31,Protestant,0.0,
593,2012,594.0,WORKING FULL TIME,SELF-EMPLOYED,PRIVATE,Divorced,3.0,4.0,76.0,12th grade,HS,Female,White,ExtrmCons,StrRep,"SAME ST, DIF CITY",YES,,$40000 TO 49999,E. NOR. CENTRAL,63,Voted,McCain,Too little,Too much,Too much,,,Too much,Too little,Too much,Too little,Too much,Too much,Too little,About right,,Too little,Too much,Too little,Too much,7.0,ALLOWED,,NOT REMOVE,ALLOWED,ALLOWED,REMOVE,ALLOWED,FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,,NOT ALLOWED,REMOVE,"Yes, allowed",Not allowed,Not remove,,FAVOR,NOT HARSH ENOUGH,NOT LEGAL,PROTESTANT,FUNDAMENTALIST,Every wk,STRONG,YES,SEVERAL TIMES A WEEK,WORD OF GOD,,,9.0,9.0,NOT TOO HAPPY,A GREAT DEAL,HARDLY ANY,A GREAT DEAL,ONLY SOME,HARDLY ANY,HARDLY ANY,HARDLY ANY,A GREAT DEAL,ONLY SOME,ONLY SOME,,ONLY SOME,A GREAT DEAL,4TH IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,2ND IMPORTANT,3RD IMPORTANT,NEITHER BELONGS,BOTH EQUALLY,,NO,YES,NO,,NO,NO,,,,ALWAYS WRONG,ALWAYS WRONG,ILLEGAL TO ALL,,NO,,,,,,,,,,Help selves,5.0,Help selves,5.0,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Very interested,Very interested,Very interested,Moderately interested,Moderately interested,Very interested,NOT HISPANIC,,GERMANY,,NONE,,SINGLE ADULT,415,1936.0,,NOT HISPANIC,White,,,"YES, MONEY",20.0,106,50,WHITE,IN-PERSON,FEMALE,2,0.4118981299507,3.0,2.0,,,,1.0,,No,Yes,Yes,,HS,0-12 yrs,Yes,60-,Mod,White,More close,More close,Less important,Yes,High,Yes,Strong,,Conserv,Conserv,Conserv,Yes,Yes,No,MedHigh,1.0,White,,,14.0,,,High,Less egal,No,Voted,Rep,No,0.4118981299507,Ev wk or more,Low,,,61+,,High,Illegal to all,Nonsouth,,76.0,1.0,100.0,0.0,>=31,Protestant,0.0,
594,2012,595.0,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Married,2.0,2.0,49.0,4 years,Junior Coll,Male,White,SlghtCons,StrDem,SAME CITY,YES,$60000 TO 74999,$40000 TO 49999,E. NOR. CENTRAL,63,Voted,Obama,,,,,,,,,,,,Too little,Too little,About right,Too little,,,Too little,,NOT ALLOWED,NOT ALLOWED,NOT REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,FIRED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,Not allowed,Not allowed,Remove,FAVOR,FAVOR,NOT HARSH ENOUGH,,CATHOLIC,MODERATE,2-3 times /mo,STRONG,NO,SEVERAL TIMES A WEEK,INSPIRED WORD,STRONGLY OPPOSE PREF,AGREE STRONGLY,5.0,5.0,PRETTY HAPPY,,,,,,,,,,,,,,,,,,,,HARD WORK,YES,NO,YES,NO,YES,NO,NO,STAY SAME,NOT WRONG AT ALL,ALWAYS WRONG,ALWAYS WRONG,ALWAYS WRONG,,STRONGLY AGREE,NO,FEW TIMES A WEEK,1.0,DISAGREE,AGREE,STRONGLY AGREE,NO,NO,NO,NO,,,,,,,,,,,,,,,NOT HISPANIC,,OTHER EUROPEAN,,NONE,5.0,MARRIED COUPLE W CHILDREN,701,1963.0,ARIES,NOT HISPANIC,White,,,"YES, MONEY",75.0,81,50,WHITE,IN-PERSON,FEMALE,2,1.7479752420003,,,4.0,3.0,3-5,,2.0,No,Yes,Yes,,Coll+,13+ yrs,Yes,41-50,Mod,White,Less close,Less close,,No,Moderate,Yes,Strong,Oppose,Conserv,Conserv,Conserv,No,No,No,MedHigh,,White,0.0,0.0,,Traditional,2.0,Low,,No,Voted,Dem,No,1.7479752420003,2-3 times/mnth,,Low,Approve,41-60,0-1,High,,Nonsouth,Same/easier,49.0,0.0,0.0,,>=31,Catholic,1.0,
595,2012,596.0,KEEPING HOUSE,SOMEONE ELSE,PRIVATE,Married,10.0,2.0,42.0,2 years,Junior Coll,Female,Black,Moderate,StrDem,"SAME ST, DIF CITY",YES,$75000 TO $89999,,E. NOR. CENTRAL,63,Voted,Obama,Too much,About right,About right,Too little,Too little,Too little,About right,About right,About right,Too much,Too much,Too little,Too little,About right,Too little,About right,About right,About right,,ALLOWED,ALLOWED,NOT REMOVE,,ALLOWED,,ALLOWED,NOT FIRED,NOT REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,ALLOWED,ALLOWED,NOT REMOVE,Not allowed,Not allowed,Remove,FAVOR,FAVOR,NOT HARSH ENOUGH,,JEWISH,LIBERAL,Once/mo,STRONG,NO,SEVERAL TIMES A DAY,BOOK OF FABLES,SUPPORT PREF,DISAGREE STRONGLY,9.0,9.0,PRETTY HAPPY,,,,,,,,,,,,,,,,,,,,HARD WORK,YES,YES,YES,YES,YES,YES,YES,MORE DIFFICULT,NOT WRONG AT ALL,NOT WRONG AT ALL,ALWAYS WRONG,NOT WRONG AT ALL,,AGREE,NO,LESS THAN ONCE WK,4.0,DISAGREE,DISAGREE,DISAGREE,YES,NO,YES,NO,,,,,,,,,,,,,,,NOT HISPANIC,,AFRICA,,NONE,5.0,MARRIED COUPLE W CHILDREN,501,1970.0,SAGITTARIUS,NOT HISPANIC,White,,,"YES, MONEY",20.0,84,50,WHITE,IN-PERSON,FEMALE,2,0.8237962599014,,,5.0,7.0,6-7,,5.0,No,No,Yes,,Some Coll,13+ yrs,Yes,41-50,Low,White,More close,More close,,No,Moderate,No,Strong,Support,Liberal,Liberal,Liberal,No,No,No,,,Black,1.0,0.0,,Traditional,,Low,,Yes,Voted,Dem,No,0.8237962599014,Once/mnth,,,Approve,41-60,4,High,,Nonsouth,More difficult,42.0,0.0,0.0,,>=31,,1.0,
596,2012,597.0,WORKING FULL TIME,SELF-EMPLOYED,PRIVATE,Never married,3.0,0.0,56.0,4 years,Bachelor deg,Male,White,Liberal,StrDem,DIFFERENT STATE,YES,$130000 TO $149999,$75000 TO $89999,E. NOR. CENTRAL,63,Voted,Obama,,,,,,,,,,,,Too little,About right,Too little,Too little,About right,Too little,About right,2.0,,,,,,,,,,,,,,,,,,,FAVOR,,ABOUT RIGHT,LEGAL,NONE,LIBERAL,Never,NO RELIGION,YES,ONCE A DAY,BOOK OF FABLES,OPPOSE PREF,AGREE SOMEWHAT,,,PRETTY HAPPY,HARDLY ANY,HARDLY ANY,HARDLY ANY,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,HARDLY ANY,A GREAT DEAL,HARDLY ANY,HARDLY ANY,4TH IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,2ND IMPORTANT,3RD IMPORTANT,NEITHER BELONGS,,,,,,,,,MORE DIFFICULT,NOT WRONG AT ALL,SOMETIMES WRONG,,,ILLEGAL UNDER 18,STRONGLY AGREE,,EVERYDAY,2.0,STRONGLY AGREE,DISAGREE,DISAGREE,NO,NO,YES,YES,2,1.0,2,3.0,Moderately interested,Moderately interested,Very interested,Very interested,Very interested,Moderately interested,Very interested,Moderately interested,Moderately interested,Very interested,SPANISH,,SPAIN,,NONE,8.0,"NON-FAMILY, NO CHILDREN",619,1956.0,LIBRA,NOT HISPANIC,White,,,"YES, MONEY",50.0,107,50,WHITE,OVER THE PHONE,FEMALE,2,1.7479752420003,2.0,1.0,10.0,,,1.0,7.0,No,No,No,,Coll+,13+ yrs,No,51-60,Low,White,,,Less important,No,Low,,Not strong,Oppose,Conserv,Liberal,Conserv,,,,High,31.0,White,0.0,1.0,15.0,NonTrad,,,More egal,No,Voted,Dem,Yes,1.7479752420003,Never/<1yr,High,,Approve,41-60,2,Low,Not illegal to all,Nonsouth,More difficult,56.0,,,100.0,>=31,,1.0,
597,2012,598.0,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Married,1.0,2.0,40.0,6 years,Graduate deg,Female,White,Moderate,WkDem,"SAME ST, DIF CITY",YES,$150000 OR OVER,$90000 TO $109999,E. NOR. CENTRAL,10,Voted,Obama,Too much,About right,Too much,Too little,About right,About right,Too little,About right,Too much,About right,Too much,Too little,Too little,About right,About right,Too little,About right,Too much,,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,FIRED,NOT REMOVE,ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,"Yes, allowed",Not allowed,Not remove,OPPOSE,FAVOR,NOT HARSH ENOUGH,,CATHOLIC,MODERATE,Nrly evry wk,STRONG,YES,SEVERAL TIMES A WEEK,INSPIRED WORD,SUPPORT PREF,NEITHER AGREE NOR DISAGREE,3.0,9.0,VERY HAPPY,,,,,,,,,,,,,,,,,,,,LUCK OR HELP,YES,YES,YES,YES,YES,YES,YES,STAY SAME,NOT WRONG AT ALL,ALWAYS WRONG,ALMST ALWAYS WRG,NOT WRONG AT ALL,,DISAGREE,NO,NEVER,1.0,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,YES,NO,YES,NO,,,,,,,,,,,,,,,NOT HISPANIC,,IRELAND,,NONE,8.0,"MARRIED COUPLE, NO CHILDREN",525,1972.0,PISCES,NOT HISPANIC,White,,,"YES, MONEY",20.0,92,50,WHITE,IN-PERSON,FEMALE,2,0.8237962599014,,,4.0,7.0,6-7,,9.0,No,No,Yes,,Coll+,13+ yrs,Yes,31-40,Low,White,Less close,More close,,No,High,No,Strong,Support,Liberal,Liberal,Liberal,Yes,Yes,No,High,,White,0.0,0.0,,NonTrad,13.0,Middle,,No,Voted,Dem,No,0.8237962599014,Nrly ev wk,,MedHigh,Disapprove,18-40,0-1,High,,Nonsouth,Same/easier,40.0,1.0,100.0,,>=31,Catholic,1.0,
598,2012,599.0,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Married,6.0,0.0,35.0,6 years,Bachelor deg,Female,White,SlghtLib,IndDem,"SAME ST, DIF CITY",YES,$150000 OR OVER,$50000 TO 59999,E. NOR. CENTRAL,10,Voted,Obama,,,,,,,,,,,,Too little,Too little,About right,About right,Too little,About right,Too little,4.0,,,,,,,,,,,,,,,,,,,,,NOT HARSH ENOUGH,,NONE,LIBERAL,Once/yr,NO RELIGION,YES,ONCE A DAY,BOOK OF FABLES,STRONGLY OPPOSE PREF,AGREE STRONGLY,,,VERY HAPPY,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,A GREAT DEAL,A GREAT DEAL,HARDLY ANY,A GREAT DEAL,HARDLY ANY,A GREAT DEAL,A GREAT DEAL,HARDLY ANY,ONLY SOME,LEAST IMPORTANT,3RD IMPORTANT,MOST IMPORTANT,2ND IMPORTANT,4TH IMPORTANT,NEITHER BELONGS,,,,,,,,,MORE DIFFICULT,NOT WRONG AT ALL,ALWAYS WRONG,,,ILLEGAL UNDER 18,AGREE,,LESS THAN ONCE WK,1.0,AGREE,DISAGREE,STRONGLY DISAGREE,NO,NO,NO,YES,4,3.0,4,5.0,Very interested,Moderately interested,Very interested,Very interested,Very interested,Very interested,Very interested,Moderately interested,Moderately interested,Very interested,NOT HISPANIC,,,,NONE,6.0,"MARRIED COUPLE, NO CHILDREN",324,1977.0,SAGITTARIUS,NOT HISPANIC,White,American Indian,,NO,,109,50,WHITE,IN-PERSON,FEMALE,2,0.8237962599014,3.0,4.0,6.0,,,0.0,7.0,No,No,No,8.0,Coll+,13+ yrs,No,31-40,Low,White,,,Less important,No,Low,,Not strong,Oppose,Conserv,Liberal,Mod,,,,MedHigh,11.0,White,0.0,1.0,17.0,NonTrad,,,Less egal,No,Voted,Ind,No,0.8237962599014,Once/yr,MedLow,,Approve,18-40,0-1,Low,Not illegal to all,Nonsouth,More difficult,35.0,,,,>=31,,0.0,8.0
